record_id,date,weather_station,district,rainfall_mm,max_temperature_c,min_temperature_c,flood_incidents,water_supply_interruptions,crop_yield_index,school_closure_days,district_policy_pressure_index
855,2025-09-05,Cape Coast North,Mfantsiman,20.4,32.3,24.9,0,4,96.8,0,28.2
856,2023-10-24,Winneba,Mfantsiman,49.5,33.1,23.9,1,4,79.3,0,47.2
857,2023-01-21,Elmina,Ekumfi,33.6,31.8,24.0,0,3,87.9,0,23.1
858,2024-08-22,Mankessim,Abura Asebu Kwamankese,35.0,29.3,23.8,2,3,98.3,3,53.3
859,2022-10-03,Mankessim,Ekumfi,54.2,30.6,23.8,1,3,89.1,0,58.1
860,2024-10-10,Winneba,Komenda,49.8,29.2,24.5,0,5,87.1,0,48.3
861,2021-02-21,Komenda,Mfantsiman,50.9,29.6,23.4,0,3,90.3,1,45.7
862,2021-06-15,Mankessim,Cape Coast,42.8,30.4,22.9,0,4,98.7,1,41.8
863,2024-06-25,Mankessim,Elmina,36.3,29.4,23.6,0,5,88.6,1,34.3
864,2022-06-06,Elmina,Cape Coast,54.4,33.0,23.1,1,1,91.4,0,39.9
865,2021-03-29,Mankessim,Mfantsiman,73.5,30.2,25.4,0,2,94.4,0,39.6
866,2023-01-28,Komenda,Cape Coast,34.2,33.0,24.9,1,2,87.5,0,31.6
867,2024-06-16,Cape Coast South,Abura Asebu Kwamankese,32.8,29.4,26.4,0,2,88.1,0,23.3
868,2021-11-04,Cape Coast South,Ekumfi,39.8,32.4,24.9,0,3,94.1,2,32.7
869,2021-09-21,Cape Coast North,Elmina,71.4,36.1,25.5,1,4,90.2,0,39.0
870,2022-07-24,Cape Coast North,Ekumfi,61.0,28.3,23.5,0,6,99.4,0,27.9
871,2022-11-20,Winneba,Komenda,34.7,34.0,23.4,0,0,87.7,1,43.2
872,2024-11-12,Cape Coast South,Komenda,119.5,30.4,23.8,0,9,82.1,2,33.4
873,2021-10-17,Winneba,Cape Coast,110.3,32.8,25.0,1,1,84.1,1,60.8
874,2022-02-20,Winneba,Cape Coast,32.0,34.6,22.9,0,3,84.0,3,38.5
875,2023-10-01,Komenda,Mfantsiman,84.3,31.3,24.7,3,4,86.0,0,44.1
876,2021-09-07,Elmina,Elmina,21.0,27.9,26.1,1,2,99.6,2,34.1
877,2025-12-22,Komenda,Elmina,61.2,31.6,24.8,2,5,83.6,1,41.6
878,2024-06-22,Komenda,Elmina,94.7,31.3,21.9,4,1,90.2,0,57.5
879,2023-01-12,Komenda,Komenda,21.6,31.7,24.2,0,4,92.3,0,46.1
880,2024-11-18,Mankessim,Elmina,168.2,29.5,23.5,2,4,76.9,2,41.8
881,2023-07-20,Elmina,Elmina,54.1,32.8,24.3,0,4,87.7,1,36.5
882,2023-07-25,Mankessim,Komenda,82.7,31.7,24.8,0,0,85.2,1,38.2
883,2022-04-06,Komenda,Abura Asebu Kwamankese,42.1,30.5,25.6,0,4,90.4,0,39.8
884,2023-08-14,Mankessim,Elmina,42.6,26.9,26.8,0,3,91.0,2,50.7
885,2025-10-08,Mankessim,Elmina,61.5,31.3,25.1,0,5,91.4,0,46.7
886,2024-10-31,Cape Coast North,Ekumfi,99.3,33.3,24.4,0,3,96.8,0,44.8
887,2021-12-22,Winneba,Cape Coast,65.9,33.3,24.5,0,3,77.7,0,43.5
888,2023-06-18,Komenda,Mfantsiman,40.3,29.7,23.3,0,4,85.2,0,40.2
889,2024-02-13,Cape Coast South,Komenda,35.3,31.4,25.4,2,4,97.7,1,32.1
890,2025-07-20,Elmina,Mfantsiman,145.9,30.0,25.7,4,1,89.6,0,63.0
891,2022-05-22,Winneba,Komenda,67.7,30.9,24.8,4,1,90.0,1,58.6
892,2022-12-08,Komenda,Abura Asebu Kwamankese,54.4,32.1,25.0,0,4,85.5,0,25.4
893,2023-02-10,Elmina,Komenda,100.1,28.8,22.6,1,1,72.5,0,43.2
894,2024-09-05,Mankessim,Cape Coast,82.7,30.3,23.5,0,0,90.3,0,37.0
895,2024-04-14,Elmina,Elmina,52.5,30.7,23.9,1,2,98.5,0,64.1
896,2022-01-14,Cape Coast South,Cape Coast,19.6,29.8,24.2,1,2,103.1,1,31.2
897,2025-11-25,Elmina,Abura Asebu Kwamankese,134.4,30.5,21.5,1,4,80.6,1,42.4
898,2024-04-19,Winneba,Ekumfi,106.8,31.9,24.8,0,3,88.2,2,46.7
899,2024-11-16,Elmina,Elmina,41.9,30.4,26.4,1,3,91.8,0,30.4
900,2021-06-24,Komenda,Mfantsiman,21.7,31.4,24.1,0,3,83.3,0,51.3
901,2025-05-16,Cape Coast North,Elmina,61.9,29.1,25.1,1,2,91.6,0,35.3
902,2025-07-10,Elmina,Abura Asebu Kwamankese,152.0,32.5,25.8,2,4,69.0,2,33.8
903,2022-06-23,Winneba,Cape Coast,34.5,30.5,22.5,0,1,90.4,1,50.5
904,2021-11-25,Komenda,Ekumfi,46.0,29.3,23.3,1,3,97.0,0,41.0
905,2023-11-10,Mankessim,Elmina,82.5,33.7,25.0,1,1,96.1,1,34.4
906,2023-05-18,Elmina,Abura Asebu Kwamankese,60.1,32.8,25.1,1,2,89.3,2,34.0
907,2024-11-18,Elmina,Abura Asebu Kwamankese,67.2,33.8,23.6,2,1,102.9,0,36.2
908,2025-04-13,Komenda,Cape Coast,159.7,32.9,23.4,3,4,79.1,1,37.6
909,2021-06-29,Elmina,Komenda,87.2,32.2,23.5,0,4,78.6,0,32.5
910,2021-05-10,Komenda,Komenda,31.6,28.6,25.5,0,0,98.6,0,60.4
911,2022-11-09,Cape Coast South,Ekumfi,156.6,34.0,22.6,2,2,83.6,0,64.0
912,2022-10-03,Mankessim,Abura Asebu Kwamankese,34.8,31.0,25.8,0,2,84.0,0,39.3
913,2023-07-28,Cape Coast North,Elmina,107.7,31.5,25.9,1,4,85.8,0,30.1
914,2024-04-24,Elmina,Ekumfi,100.2,30.2,21.5,0,3,84.5,0,57.7
915,2022-12-05,Cape Coast South,Abura Asebu Kwamankese,42.2,28.8,23.8,1,3,101.8,0,49.4
916,2024-11-11,Komenda,Ekumfi,74.1,30.6,21.6,0,1,94.4,0,48.6
917,2021-03-10,Cape Coast North,Cape Coast,68.5,32.4,23.9,4,5,84.5,0,38.8
918,2021-04-28,Elmina,Abura Asebu Kwamankese,42.6,31.5,25.5,1,3,91.8,0,41.6
919,2023-10-29,Mankessim,Komenda,36.1,33.2,26.2,0,3,88.0,1,32.2
920,2023-10-09,Cape Coast South,Cape Coast,12.6,29.5,25.0,0,2,103.6,0,37.8
921,2023-07-01,Komenda,Cape Coast,78.0,31.9,23.3,1,0,84.8,0,65.7
922,2022-08-11,Elmina,Ekumfi,117.9,34.6,23.8,3,2,80.1,2,60.7
923,2022-04-13,Cape Coast South,Abura Asebu Kwamankese,92.5,35.2,25.5,1,2,80.2,2,29.4
924,2022-10-16,Cape Coast North,Komenda,67.3,30.2,23.4,0,0,93.7,0,48.6
925,2024-05-28,Cape Coast North,Elmina,55.6,30.3,25.8,0,1,92.1,1,35.4
926,2022-01-17,Mankessim,Komenda,44.2,31.6,24.9,0,0,86.2,1,34.3
927,2025-12-30,Mankessim,Abura Asebu Kwamankese,40.8,32.2,25.5,0,3,86.4,0,38.2
928,2023-12-03,Cape Coast South,Ekumfi,43.6,31.5,24.9,1,3,105.7,0,30.8
929,2022-07-08,Cape Coast North,Abura Asebu Kwamankese,59.7,32.8,21.9,0,2,99.2,0,51.3
930,2023-03-25,Cape Coast North,Mfantsiman,43.3,29.5,23.2,0,2,91.7,0,48.2
931,2024-04-13,Cape Coast South,Komenda,60.8,32.1,22.9,0,0,96.3,0,37.5
932,2025-07-05,Komenda,Abura Asebu Kwamankese,95.6,26.4,22.4,1,5,84.6,1,61.4
933,2024-09-29,Winneba,Komenda,48.4,28.4,23.8,0,2,91.4,1,53.6
934,2021-09-15,Elmina,Mfantsiman,71.9,30.6,23.8,1,5,96.8,0,33.0
935,2022-09-06,Cape Coast North,Mfantsiman,57.9,32.3,26.7,0,7,91.0,1,60.7
936,2021-08-21,Komenda,Abura Asebu Kwamankese,28.8,32.9,26.3,0,5,84.7,1,34.9
937,2023-04-18,Komenda,Mfantsiman,148.1,28.8,23.7,0,2,78.5,2,29.4
938,2023-11-23,Mankessim,Komenda,77.4,29.9,25.3,0,3,90.8,1,30.4
939,2025-01-16,Winneba,Ekumfi,69.9,31.4,24.0,0,3,93.9,0,41.6
940,2024-04-10,Cape Coast South,Cape Coast,30.2,31.1,24.0,0,4,102.5,0,41.5
941,2024-01-17,Cape Coast North,Cape Coast,43.3,32.6,23.3,1,4,85.2,1,40.0
942,2024-12-06,Elmina,Cape Coast,36.9,30.1,25.6,0,1,95.2,0,37.2
943,2024-12-26,Cape Coast North,Elmina,72.9,30.2,23.3,1,5,82.7,1,57.3
944,2024-06-02,Elmina,Cape Coast,138.9,32.4,25.3,4,5,76.4,0,41.6
945,2025-07-07,Elmina,Abura Asebu Kwamankese,93.0,32.0,25.0,1,1,89.1,2,41.9
946,2025-01-05,Winneba,Ekumfi,77.6,33.4,24.7,1,2,80.8,0,21.2
947,2023-07-03,Mankessim,Mfantsiman,36.3,28.4,25.4,1,8,91.0,0,22.2
948,2021-03-30,Elmina,Mfantsiman,73.9,29.9,25.7,0,6,87.2,0,50.8
949,2025-08-28,Cape Coast South,Abura Asebu Kwamankese,27.0,29.6,24.0,1,5,87.4,1,32.9
950,2021-10-12,Elmina,Ekumfi,58.8,30.4,22.3,1,1,95.7,0,57.4
951,2021-06-29,Komenda,Ekumfi,34.0,30.5,23.8,2,4,89.7,2,36.4
952,2024-09-02,Komenda,Komenda,110.3,31.4,23.9,1,3,84.0,0,34.6
953,2023-06-03,Mankessim,Mfantsiman,77.2,28.8,23.8,0,2,82.8,0,44.3
954,2024-09-18,Cape Coast North,Ekumfi,54.4,32.7,24.7,1,3,106.0,1,46.2
955,2022-11-24,Elmina,Ekumfi,62.9,32.3,25.4,0,2,85.4,2,29.1
956,2022-09-17,Winneba,Mfantsiman,91.2,30.2,24.0,0,1,83.4,1,38.7
957,2021-03-18,Elmina,Elmina,71.1,27.7,24.1,0,2,91.7,1,41.1
958,2024-03-17,Elmina,Komenda,123.3,34.5,24.2,3,5,86.5,0,44.7
959,2023-04-15,Elmina,Mfantsiman,25.9,30.8,22.9,1,4,86.4,1,45.3
960,2024-10-13,Winneba,Ekumfi,49.8,31.3,21.9,0,6,71.5,1,35.9
961,2023-07-28,Cape Coast North,Mfantsiman,46.0,32.5,25.7,0,5,95.5,1,47.9
962,2024-02-01,Mankessim,Ekumfi,21.7,31.2,24.3,0,7,87.1,0,57.7
963,2022-02-02,Elmina,Ekumfi,28.6,27.3,27.1,0,1,96.3,2,33.3
964,2025-12-09,Cape Coast North,Cape Coast,54.5,30.6,22.5,3,2,90.8,1,45.9
965,2025-04-18,Winneba,Elmina,35.9,31.0,26.5,1,5,94.3,0,31.4
966,2021-12-03,Cape Coast North,Elmina,77.6,31.4,21.5,1,3,87.2,1,33.4
967,2022-04-11,Cape Coast North,Abura Asebu Kwamankese,47.0,27.5,22.1,0,1,96.3,1,40.5
968,2024-10-18,Cape Coast South,Cape Coast,106.2,29.2,23.9,2,1,76.9,0,37.4
969,2023-11-02,Elmina,Abura Asebu Kwamankese,80.7,29.2,24.6,3,1,84.3,0,56.5
970,2022-07-11,Cape Coast North,Cape Coast,70.2,30.0,24.7,0,8,79.4,1,54.9
971,2024-07-29,Elmina,Mfantsiman,117.8,30.0,23.6,1,1,79.6,3,45.2
972,2022-12-18,Cape Coast South,Ekumfi,109.0,33.7,23.6,0,3,79.0,1,35.3
973,2025-06-25,Cape Coast South,Abura Asebu Kwamankese,50.0,34.7,26.5,1,3,93.3,1,26.8
974,2023-04-05,Cape Coast North,Cape Coast,186.9,32.4,23.4,0,2,65.3,0,36.6
975,2021-05-06,Cape Coast North,Elmina,202.2,27.1,23.7,1,1,80.7,1,50.6
976,2022-10-06,Cape Coast South,Komenda,73.6,31.5,22.3,0,4,99.5,2,40.7
977,2021-07-04,Komenda,Abura Asebu Kwamankese,46.8,31.4,23.1,0,4,96.5,0,30.0
978,2025-12-07,Cape Coast North,Komenda,42.1,34.0,21.8,0,1,83.0,0,49.1
979,2024-08-21,Komenda,Elmina,123.9,30.2,23.8,2,1,88.3,1,37.9
980,2025-04-30,Mankessim,Ekumfi,55.2,29.8,23.2,3,2,97.8,0,52.2
981,2022-07-13,Winneba,Ekumfi,13.3,30.8,23.8,0,2,92.3,1,47.4
982,2023-01-25,Winneba,Elmina,60.9,28.1,23.5,1,6,99.9,1,38.5
983,2022-12-15,Winneba,Ekumfi,22.1,31.5,24.6,0,4,94.5,1,53.2
984,2023-05-21,Cape Coast North,Ekumfi,52.0,29.5,23.0,0,7,95.7,1,25.3
985,2024-12-06,Cape Coast North,Komenda,69.6,31.8,24.6,0,2,85.1,1,64.5
986,2021-01-12,Winneba,Cape Coast,102.7,32.6,22.6,2,4,89.1,2,28.3
987,2024-11-30,Komenda,Komenda,72.5,30.6,26.0,0,6,87.1,1,22.7
988,2022-12-05,Cape Coast North,Elmina,42.8,27.6,26.7,0,3,92.1,0,22.6
989,2025-06-09,Cape Coast North,Abura Asebu Kwamankese,89.6,29.3,24.8,0,2,91.4,2,37.6
990,2022-06-11,Elmina,Ekumfi,56.6,28.5,23.5,0,3,84.5,0,17.5
991,2025-01-27,Elmina,Komenda,16.2,32.1,23.3,0,3,93.4,0,41.3
992,2021-12-25,Elmina,Elmina,25.1,34.2,22.3,0,3,107.3,0,41.4
993,2021-03-07,Cape Coast South,Elmina,115.6,32.2,22.7,2,2,93.1,3,38.2
994,2024-04-16,Cape Coast North,Komenda,78.9,29.4,25.1,1,6,92.3,1,34.7
995,2022-08-14,Winneba,Komenda,120.8,28.0,26.3,0,2,86.5,2,40.5
996,2025-10-17,Cape Coast South,Elmina,34.3,30.5,25.1,1,3,98.9,1,42.3
997,2022-09-24,Cape Coast South,Ekumfi,46.7,30.5,21.1,0,3,87.7,0,35.9
998,2021-12-04,Cape Coast South,Ekumfi,53.1,30.7,24.8,0,1,95.6,2,39.6
999,2021-08-09,Winneba,Abura Asebu Kwamankese,43.7,33.1,23.6,1,3,84.2,0,44.7
1000,2021-10-26,Cape Coast South,Mfantsiman,67.3,28.4,24.3,1,2,85.2,0,32.8
1001,2023-07-18,Elmina,Abura Asebu Kwamankese,152.2,31.7,23.1,0,0,80.4,1,40.2
1002,2025-03-11,Mankessim,Cape Coast,49.8,34.4,22.1,1,5,101.3,0,50.0
1003,2023-07-22,Cape Coast South,Ekumfi,99.6,28.9,23.4,2,8,97.1,0,28.4
1004,2024-11-25,Komenda,Komenda,76.0,31.2,24.0,0,3,91.3,0,30.4
1005,2024-12-04,Elmina,Mfantsiman,67.5,31.6,22.6,0,3,86.4,0,29.0
1006,2024-04-09,Cape Coast North,Ekumfi,43.9,30.7,24.8,0,6,88.4,1,27.6
1007,2024-07-12,Cape Coast North,Komenda,34.6,34.1,23.5,1,4,100.3,0,48.7
1008,2021-10-04,Elmina,Elmina,165.4,30.1,25.0,1,3,81.6,1,50.7
1009,2024-06-21,Mankessim,Cape Coast,34.5,33.4,23.1,1,1,96.5,1,53.3
1010,2021-11-17,Cape Coast North,Ekumfi,112.2,33.2,23.5,1,2,89.3,0,48.6
1011,2023-08-17,Winneba,Mfantsiman,108.8,28.6,24.1,3,6,100.9,1,45.6
1012,2021-03-14,Winneba,Ekumfi,42.0,31.8,24.1,1,0,87.4,0,55.9
1013,2025-02-26,Mankessim,Mfantsiman,18.7,32.1,24.7,0,5,95.3,1,32.8
1014,2024-12-05,Cape Coast South,Mfantsiman,135.6,33.4,24.5,1,4,77.2,0,49.0
1015,2021-07-25,Mankessim,Elmina,66.4,29.4,21.9,1,5,88.1,0,52.2
1016,2022-07-02,Komenda,Mfantsiman,35.9,31.1,25.9,0,1,94.2,1,27.5
1017,2025-01-06,Mankessim,Abura Asebu Kwamankese,41.2,32.0,22.9,0,3,96.4,1,37.4
1018,2021-12-17,Cape Coast South,Cape Coast,99.8,29.7,24.9,2,0,79.3,0,45.4
1019,2022-03-06,Komenda,Elmina,117.4,33.0,26.6,0,3,89.6,2,40.2
1020,2025-02-15,Mankessim,Ekumfi,38.4,26.9,25.4,0,2,85.0,1,46.4
1021,2025-12-27,Cape Coast North,Ekumfi,42.4,30.3,25.7,1,3,88.8,0,63.3
1022,2024-05-18,Elmina,Elmina,172.1,28.6,23.7,3,3,84.0,2,32.9
1023,2021-09-30,Cape Coast South,Elmina,81.6,29.1,25.6,1,2,77.2,0,31.7
1024,2021-12-27,Mankessim,Mfantsiman,19.1,32.0,25.5,0,2,90.7,1,50.5
1025,2025-01-28,Winneba,Komenda,59.7,34.8,25.1,1,3,92.7,1,46.7
1026,2021-11-04,Cape Coast South,Mfantsiman,31.3,31.6,25.0,1,2,91.4,0,39.7
1027,2024-02-12,Winneba,Ekumfi,53.1,29.0,23.2,2,4,89.6,1,39.5
1028,2024-12-25,Elmina,Ekumfi,107.5,28.3,23.2,1,3,93.1,0,41.4
1029,2021-12-14,Elmina,Ekumfi,24.7,30.7,21.1,1,5,86.0,1,43.8
1030,2022-08-23,Elmina,Mfantsiman,149.0,31.4,24.7,3,1,75.3,1,56.1
1031,2023-03-16,Cape Coast South,Mfantsiman,108.5,29.7,22.7,0,3,79.1,0,49.4
1032,2025-03-11,Mankessim,Abura Asebu Kwamankese,47.3,32.1,27.6,1,3,97.6,0,55.5
1033,2024-10-10,Winneba,Elmina,72.3,34.3,25.4,1,1,86.0,1,54.9
1034,2022-08-27,Cape Coast North,Elmina,106.3,30.0,22.3,2,2,94.0,1,43.9
1035,2024-11-22,Komenda,Ekumfi,71.4,29.6,25.9,1,3,94.4,2,28.9
1036,2022-07-02,Elmina,Ekumfi,31.0,30.6,23.8,0,4,97.6,2,31.1
1037,2021-06-12,Cape Coast North,Ekumfi,70.1,28.5,23.1,1,3,84.9,0,22.3
1038,2025-05-13,Cape Coast South,Mfantsiman,43.9,29.7,23.0,0,3,87.3,3,62.5
1039,2023-08-04,Komenda,Ekumfi,49.9,31.7,25.5,0,4,109.2,1,51.6
1040,2025-07-28,Mankessim,Elmina,40.6,28.9,25.0,0,3,100.7,3,35.4
1041,2022-07-28,Mankessim,Mfantsiman,87.2,32.6,25.0,4,1,99.8,1,57.7
1042,2022-07-04,Mankessim,Cape Coast,44.2,32.6,21.9,1,5,79.0,1,38.0
1043,2022-09-19,Cape Coast North,Abura Asebu Kwamankese,67.4,29.2,23.7,1,2,89.0,1,51.6
1044,2022-12-26,Mankessim,Cape Coast,72.9,32.9,24.7,0,3,95.9,1,46.2
1045,2025-10-22,Mankessim,Komenda,143.8,30.2,25.2,0,3,90.8,2,39.3
1046,2024-07-12,Cape Coast North,Elmina,93.6,34.9,21.5,2,4,94.8,3,44.6
1047,2021-01-13,Mankessim,Cape Coast,126.2,31.4,21.9,0,1,89.7,0,38.0
1048,2025-06-04,Elmina,Abura Asebu Kwamankese,36.2,28.2,22.6,1,5,95.1,2,44.9
1049,2024-06-16,Cape Coast North,Elmina,72.5,29.1,25.3,0,5,92.9,1,19.0
1050,2023-05-29,Mankessim,Komenda,21.2,29.8,25.3,1,2,98.9,0,48.7
1051,2025-07-07,Cape Coast North,Elmina,60.6,30.2,25.2,2,2,88.2,0,31.2
1052,2025-04-08,Mankessim,Ekumfi,89.6,31.5,24.6,2,3,96.9,1,44.4
1053,2022-04-25,Komenda,Ekumfi,44.4,29.6,27.3,0,3,98.2,0,41.4
1054,2025-11-09,Komenda,Ekumfi,138.9,32.4,23.9,2,3,83.9,1,47.1
1055,2022-06-29,Cape Coast South,Abura Asebu Kwamankese,66.3,31.1,23.4,0,7,90.6,0,26.3
1056,2022-07-11,Elmina,Komenda,78.8,33.4,24.7,0,5,87.3,1,29.7
1057,2023-03-27,Elmina,Komenda,94.4,29.5,20.7,3,2,81.2,0,52.5
1058,2022-08-20,Cape Coast North,Komenda,90.5,33.0,22.1,0,0,90.8,1,39.5
1059,2024-09-09,Elmina,Elmina,68.4,32.7,25.2,0,2,100.7,0,51.7
1060,2023-12-21,Elmina,Elmina,70.3,30.1,25.6,0,1,85.3,0,43.0
1061,2022-04-28,Winneba,Ekumfi,17.8,36.7,24.4,0,5,100.2,1,37.5
1062,2021-04-16,Mankessim,Mfantsiman,52.7,32.8,26.3,0,1,98.5,1,42.5
1063,2024-12-24,Cape Coast North,Cape Coast,73.0,29.6,24.2,2,2,92.2,2,49.7
1064,2025-09-04,Mankessim,Mfantsiman,112.2,29.9,22.9,0,3,82.2,0,40.4
1065,2022-04-04,Winneba,Mfantsiman,46.4,28.0,23.4,2,0,93.4,0,52.0
1066,2024-04-03,Cape Coast South,Abura Asebu Kwamankese,75.7,28.8,21.6,1,1,81.1,0,62.9
1067,2021-02-10,Komenda,Cape Coast,131.7,31.7,23.7,1,8,78.0,2,52.0
1068,2024-03-19,Elmina,Mfantsiman,100.5,30.1,23.6,3,3,92.1,1,53.4
1069,2022-07-08,Elmina,Mfantsiman,66.0,29.1,26.7,0,4,92.8,1,19.2
1070,2023-12-18,Winneba,Ekumfi,64.6,33.0,23.2,2,0,81.3,1,41.3
1071,2023-03-31,Mankessim,Mfantsiman,93.9,27.3,22.2,0,4,76.4,0,40.3
1072,2023-12-13,Elmina,Mfantsiman,51.8,31.0,21.6,1,4,101.3,0,35.3
1073,2023-12-09,Komenda,Elmina,109.7,30.6,22.2,3,1,87.7,0,53.3
1074,2021-07-09,Cape Coast North,Abura Asebu Kwamankese,55.4,29.4,24.8,0,5,87.8,1,37.7
1075,2025-04-21,Winneba,Elmina,37.7,32.7,22.4,2,2,88.6,2,45.1
1076,2023-08-06,Elmina,Ekumfi,50.7,30.4,21.9,2,5,95.0,1,39.6
1077,2023-03-20,Komenda,Ekumfi,87.0,33.3,23.1,2,1,89.1,1,34.9
1078,2024-04-03,Elmina,Elmina,75.0,32.3,25.0,2,1,89.7,0,45.3
1079,2023-07-04,Elmina,Mfantsiman,60.4,28.6,24.6,0,0,75.9,0,56.5
1080,2025-11-03,Cape Coast North,Cape Coast,43.0,32.8,25.5,0,6,102.8,0,37.7
1081,2025-02-22,Winneba,Elmina,40.1,32.1,24.1,0,0,101.3,0,54.1
1082,2023-08-12,Mankessim,Komenda,38.7,32.9,26.3,0,2,93.5,1,44.7
1083,2025-11-25,Winneba,Cape Coast,73.5,30.8,25.5,2,5,96.9,1,47.4
1084,2023-11-14,Komenda,Cape Coast,36.5,29.1,21.9,2,4,106.2,0,54.5
1085,2021-11-15,Mankessim,Cape Coast,57.0,30.8,24.4,1,2,87.9,2,37.0
1086,2022-04-29,Mankessim,Mfantsiman,87.9,30.4,23.1,1,2,87.5,0,54.9
1087,2022-07-21,Winneba,Ekumfi,190.4,31.7,23.5,3,0,80.1,2,27.0
1088,2025-07-17,Cape Coast South,Abura Asebu Kwamankese,69.3,35.7,23.5,1,0,81.2,0,44.0
1089,2024-03-01,Cape Coast North,Ekumfi,52.1,28.1,24.7,0,2,83.3,0,64.2
1090,2023-11-15,Elmina,Mfantsiman,66.7,30.8,23.8,1,3,93.1,1,42.0
1091,2023-04-09,Winneba,Ekumfi,94.7,30.6,21.9,0,1,89.3,2,55.0
1092,2023-11-21,Cape Coast South,Mfantsiman,19.3,29.2,22.5,0,5,107.5,1,40.9
1093,2022-02-09,Winneba,Cape Coast,33.7,34.3,25.4,0,5,94.6,0,42.1
1094,2022-08-29,Elmina,Komenda,85.7,30.0,22.4,1,2,102.4,0,32.5
1095,2021-09-10,Winneba,Ekumfi,90.1,30.3,23.8,3,4,75.3,0,44.1
1096,2021-01-05,Elmina,Komenda,17.6,29.4,25.2,1,3,88.7,0,34.3
1097,2024-09-09,Mankessim,Elmina,52.6,29.1,26.0,1,2,91.8,1,54.4
1098,2022-04-25,Komenda,Komenda,26.6,27.3,24.5,1,4,100.9,1,53.7
1099,2022-10-07,Winneba,Komenda,82.6,31.7,27.1,3,3,86.3,1,42.5
1100,2025-11-12,Cape Coast North,Mfantsiman,47.9,29.3,24.8,2,2,96.9,0,43.3
1101,2022-02-04,Elmina,Abura Asebu Kwamankese,45.0,32.6,24.8,0,3,100.8,1,52.7
1102,2023-05-09,Mankessim,Ekumfi,80.9,26.6,24.4,0,4,98.2,1,23.0
1103,2022-10-14,Cape Coast North,Cape Coast,126.8,31.5,23.5,1,3,99.2,1,54.1
1104,2024-05-01,Komenda,Komenda,57.0,29.9,25.0,0,3,80.0,0,40.6
1105,2021-05-01,Cape Coast North,Mfantsiman,74.4,29.3,26.4,1,2,86.2,0,45.5
1106,2022-03-26,Cape Coast North,Abura Asebu Kwamankese,62.0,34.8,23.8,0,3,105.1,3,41.0
1107,2022-04-01,Komenda,Abura Asebu Kwamankese,102.1,27.5,24.7,2,2,81.4,1,63.8
1108,2023-07-28,Mankessim,Komenda,33.5,30.4,25.2,0,1,88.1,0,42.8
1109,2021-08-14,Winneba,Mfantsiman,66.3,31.6,24.3,0,3,89.6,0,27.7
1110,2024-02-07,Komenda,Ekumfi,38.9,30.7,25.7,1,6,103.4,0,37.6
1111,2024-03-22,Cape Coast South,Abura Asebu Kwamankese,23.3,31.1,23.5,0,1,86.4,1,41.8
1112,2024-10-09,Elmina,Elmina,59.6,30.5,23.3,2,4,81.3,1,40.4
1113,2021-06-23,Mankessim,Abura Asebu Kwamankese,143.3,28.9,24.6,0,4,79.1,0,51.0
1114,2025-11-11,Mankessim,Komenda,23.1,28.3,24.1,0,2,102.4,0,44.8
1115,2023-06-16,Elmina,Mfantsiman,14.6,26.2,24.8,0,4,96.4,0,45.8
1116,2023-04-26,Mankessim,Mfantsiman,73.8,32.3,24.6,1,3,72.0,2,7.8
1117,2023-07-17,Mankessim,Mfantsiman,81.6,30.2,23.8,0,2,89.3,0,40.6
1118,2025-01-08,Winneba,Mfantsiman,82.7,29.9,23.8,1,2,86.8,1,41.1
1119,2022-02-17,Mankessim,Elmina,16.3,30.8,26.6,0,3,98.5,0,54.7
1120,2025-05-03,Komenda,Komenda,59.3,30.3,21.9,1,6,90.7,0,51.3
1121,2022-01-11,Elmina,Komenda,64.1,31.0,22.9,1,5,91.5,0,50.0
1122,2025-06-07,Elmina,Abura Asebu Kwamankese,51.6,32.9,22.5,0,2,90.5,3,40.0
1123,2024-10-05,Mankessim,Abura Asebu Kwamankese,85.9,26.8,23.8,1,3,81.5,1,33.2
1124,2025-12-20,Mankessim,Ekumfi,46.6,34.6,22.5,1,2,93.2,1,39.5
1125,2024-09-10,Cape Coast North,Cape Coast,128.8,30.7,27.1,3,2,80.3,1,47.1
1126,2025-02-03,Komenda,Abura Asebu Kwamankese,82.6,32.9,24.0,0,3,89.0,0,42.7
1127,2025-03-16,Cape Coast North,Komenda,113.1,32.6,21.4,1,4,99.2,1,43.0
1128,2021-04-30,Cape Coast South,Ekumfi,28.9,32.6,24.5,0,3,88.1,1,41.2
1129,2024-10-10,Cape Coast South,Abura Asebu Kwamankese,66.5,35.3,23.5,1,1,88.8,1,45.6
1130,2023-10-10,Cape Coast South,Ekumfi,90.2,30.9,25.2,0,5,86.9,2,47.7
1131,2023-12-31,Winneba,Elmina,75.0,34.2,25.6,0,5,83.5,2,39.8
1132,2025-02-11,Komenda,Elmina,82.4,30.2,25.5,1,0,94.8,0,42.6
1133,2025-10-08,Winneba,Komenda,68.2,30.4,24.1,0,3,91.9,0,44.0
1134,2022-05-13,Cape Coast South,Mfantsiman,14.6,29.6,22.5,0,6,101.1,0,43.9
1135,2023-09-27,Mankessim,Ekumfi,85.6,32.6,25.5,0,4,72.6,0,59.0
1136,2024-11-08,Winneba,Mfantsiman,44.1,30.0,23.7,0,5,98.4,2,32.8
1137,2024-01-16,Elmina,Cape Coast,39.5,28.6,22.6,2,3,92.7,4,36.6
