market_record_id,date,region,district,market_name,commodity,price_ghs,wholesale_price_ghs,quantity_available_kg,seller_type,mobile_money_acceptance,market_centre_type
808,2022-12-07,Upper West,Wa,Keta Market,maize,26.2,23.18,143,wholesaler,no,rural
809,2024-11-21,Ashanti,Mampong,Keta Market,cassava,8.42,7.74,422,retailer,no,rural
810,2024-12-02,Ashanti,Mampong,Kotokuraba,pepper,12.9,11.36,303,retailer,no,urban
811,2022-04-28,Bono,Berekum,Ho Main Market,yam,7.36,6.51,595,aggregator,yes,peri-urban
812,2024-06-07,Upper East,Bolgatanga,Techiman Market,sardine,23.57,19.47,260,wholesaler,no,rural
813,2022-01-15,Ahafo,Asutifi South,Keta Market,maize,15.49,13.94,186,wholesaler,yes,urban
814,2025-09-07,North East,Nalerigu,Makola,maize,14.12,12.04,580,wholesaler,no,rural
815,2024-06-29,Eastern,Nsawam,Techiman Market,plantain,22.56,18.55,167,aggregator,no,urban
816,2023-09-19,Bono,Sunyani,Takoradi Market,yam,14.18,11.74,284,retailer,no,peri-urban
817,2025-09-22,Ahafo,Goaso,Kotokuraba,pepper,14.54,13.59,520,wholesaler,no,rural
818,2023-11-21,Bono,Sunyani,Aboabo Market,onion,14.1,12.15,298,retailer,yes,urban
819,2024-02-13,Ahafo,Asunafo North,Agbogbloshie,yam,16.4,15.16,178,retailer,yes,urban
820,2025-11-05,Bono,Berekum,Aboabo Market,onion,11.33,10.6,79,retailer,yes,peri-urban
821,2024-07-01,Bono East,Kintampo,Makola,pepper,12.49,11.66,518,retailer,no,rural
822,2022-04-30,Eastern,Suhum,Aboabo Market,cassava,17.88,16.55,336,retailer,no,rural
823,2022-01-26,Greater Accra,Madina,Tamale Central,tomato,14.84,13.76,507,aggregator,yes,peri-urban
824,2022-03-05,Greater Accra,Accra,Ho Main Market,sardine,12.94,11.06,484,retailer,yes,peri-urban
825,2023-04-05,Northern,Savelugu,Makola,palm oil,8.25,6.91,247,wholesaler,yes,peri-urban
826,2022-11-10,Western North,Sefwi Wiawso,Techiman Market,pepper,22.74,20.39,375,wholesaler,no,urban
827,2024-03-15,North East,Nalerigu,Takoradi Market,yam,10.68,9.38,485,wholesaler,no,urban
828,2025-05-24,Upper West,Wa,Kotokuraba,onion,19.02,15.82,246,aggregator,yes,peri-urban
829,2024-09-12,Bono East,Kintampo,Tamale Central,tomato,14.32,12.91,188,retailer,yes,rural
830,2024-01-06,Eastern,Suhum,Kejetia,cassava,8.56,7.6,303,wholesaler,yes,urban
831,2024-06-07,Savannah,Bole,Tamale Central,cassava,20.87,19.27,281,wholesaler,no,peri-urban
832,2024-09-08,Ahafo,Goaso,Kejetia,maize,14.72,13.15,383,wholesaler,no,urban
833,2023-08-02,North East,Bunkpurugu,Agbogbloshie,sardine,21.49,19.1,540,retailer,no,urban
834,2025-10-14,Eastern,Koforidua,Agbogbloshie,palm oil,12.63,11.02,117,wholesaler,no,peri-urban
835,2025-02-23,Ashanti,Kumasi,Techiman Market,pepper,17.23,15.09,31,retailer,no,rural
836,2024-08-29,North East,Chereponi,Kotokuraba,rice,7.27,6.79,436,wholesaler,yes,rural
837,2024-05-10,Bono East,Techiman,Aboabo Market,yam,11.3,9.45,520,wholesaler,yes,urban
838,2023-12-08,Northern,Yendi,Aboabo Market,onion,8.62,7.53,154,retailer,no,rural
839,2025-01-15,Bono East,Nkoranza,Takoradi Market,cassava,11.81,10.61,278,wholesaler,yes,rural
840,2025-09-28,Ahafo,Asutifi South,Ho Main Market,tomato,15.88,13.85,536,aggregator,no,peri-urban
841,2023-01-30,Greater Accra,Kasoa East,Kejetia,rice,10.9,9.31,313,retailer,yes,peri-urban
842,2023-04-29,Oti,Dambai,Agbogbloshie,tomato,18.22,15.57,459,wholesaler,yes,peri-urban
843,2023-10-28,Central,Komenda,Kotokuraba,palm oil,9.98,8.46,170,aggregator,yes,rural
844,2023-04-01,Oti,Kadjebi,Takoradi Market,maize,18.35,15.8,500,aggregator,no,rural
845,2022-07-29,Savannah,Bole,Agbogbloshie,yam,21.29,19.68,277,retailer,yes,peri-urban
846,2023-06-09,Upper East,Bawku,Takoradi Market,cassava,19.2,16.91,168,wholesaler,no,rural
847,2023-11-07,Central,Kasoa,Kotokuraba,pepper,11.94,10.14,161,retailer,yes,peri-urban
848,2024-09-28,Bono East,Kintampo,Agbogbloshie,maize,6.4,5.54,270,aggregator,yes,urban
849,2024-06-14,Eastern,Akim Oda,Keta Market,sardine,16.51,13.75,66,aggregator,yes,urban
850,2024-09-30,Ahafo,Tano North,Techiman Market,yam,12.89,11.97,391,retailer,yes,rural
851,2022-11-03,Bono,Wenchi,Aboabo Market,tomato,9.56,8.31,113,retailer,yes,rural
852,2025-01-04,Savannah,Bole,Ho Main Market,pepper,11.08,10.39,375,wholesaler,yes,rural
853,2024-11-11,Upper East,Bolgatanga,Keta Market,plantain,22.24,19.16,551,aggregator,no,rural
854,2022-03-01,Greater Accra,Tema,Keta Market,plantain,9.04,8.32,291,retailer,no,urban
855,2023-01-21,Savannah,Sawla,Tamale Central,plantain,15.86,13.49,448,aggregator,no,peri-urban
856,2022-02-25,North East,Chereponi,Kotokuraba,rice,14.53,12.05,83,retailer,no,urban
857,2022-06-17,Upper East,Paga,Tamale Central,rice,11.88,9.79,183,wholesaler,no,peri-urban
858,2025-12-06,Northern,Tolon,Keta Market,palm oil,16.87,15.06,408,aggregator,no,rural
859,2023-12-18,Ahafo,Goaso,Kotokuraba,rice,23.84,20.44,488,wholesaler,yes,peri-urban
860,2024-05-14,Bono East,Techiman,Tamale Central,palm oil,12.14,10.6,569,wholesaler,yes,peri-urban
861,2025-04-29,Ashanti,Obuasi,Tamale Central,tomato,12.37,11.36,550,aggregator,yes,peri-urban
862,2023-04-27,Ashanti,Mampong,Makola,pepper,16.74,14.23,36,retailer,no,peri-urban
863,2025-12-10,Ahafo,Asunafo North,Aboabo Market,maize,18.57,15.92,320,wholesaler,no,urban
864,2022-12-06,Central,Komenda,Takoradi Market,tomato,12.88,11.87,107,wholesaler,yes,rural
865,2024-03-06,Western North,Bibiani,Ho Main Market,rice,12.1,10.64,582,aggregator,yes,rural
866,2024-06-10,Ashanti,Ejisu,Takoradi Market,cassava,6.2,5.7,264,aggregator,yes,peri-urban
867,2024-02-15,Bono East,Techiman,Makola,palm oil,10.25,8.87,486,aggregator,yes,rural
868,2025-07-06,Northern,Tolon,Aboabo Market,palm oil,9.04,7.84,461,wholesaler,no,urban
869,2025-10-05,Savannah,Sawla,Kotokuraba,sardine,17.11,14.37,132,retailer,yes,peri-urban
870,2023-08-24,Bono,Wenchi,Kotokuraba,sardine,12.36,11.49,461,retailer,no,rural
871,2023-03-13,Western,Shama,Takoradi Market,onion,12.19,11.31,27,aggregator,no,rural
872,2025-05-30,North East,Bunkpurugu,Ho Main Market,onion,13.42,12.59,568,wholesaler,yes,peri-urban
873,2025-12-07,Oti,Nkwanta South,Techiman Market,sardine,9.93,8.62,578,wholesaler,no,urban
874,2025-10-05,Upper West,Tumu,Techiman Market,palm oil,23.19,21.29,119,wholesaler,no,peri-urban
875,2024-12-18,Eastern,Akim Oda,Agbogbloshie,pepper,21.21,18.45,364,aggregator,yes,peri-urban
876,2022-06-01,Oti,Jasikan,Ho Main Market,maize,23.72,20.74,500,wholesaler,no,rural
877,2024-07-22,Central,Cape Coast,Agbogbloshie,yam,17.1,15.73,361,wholesaler,no,rural
878,2023-06-24,Ashanti,Obuasi,Takoradi Market,rice,13.33,11.21,253,retailer,yes,peri-urban
879,2022-08-13,Savannah,Bole,Makola,pepper,23.69,20.05,254,aggregator,yes,peri-urban
880,2025-09-03,Upper West,Wa,Makola,tomato,10.61,9.1,145,aggregator,yes,rural
881,2023-07-17,Bono,Dormaa,Takoradi Market,maize,9.93,9.08,496,aggregator,yes,peri-urban
882,2025-07-26,North East,Nalerigu,Makola,cassava,10.91,9.43,391,wholesaler,yes,urban
883,2023-07-12,Western,Shama,Kotokuraba,maize,16.17,13.95,139,wholesaler,no,peri-urban
884,2023-09-10,Upper East,Bawku,Techiman Market,tomato,10.31,9.69,561,retailer,yes,urban
885,2022-01-24,Upper East,Navrongo,Makola,onion,12.75,11.04,579,aggregator,yes,peri-urban
886,2023-01-03,Northern,Yendi,Aboabo Market,cassava,7.69,6.53,198,wholesaler,no,peri-urban
887,2024-09-25,Savannah,Damongo,Tamale Central,yam,15.93,14.25,113,retailer,no,peri-urban
888,2022-12-01,Savannah,Bole,Makola,pepper,7.92,7.26,586,wholesaler,no,rural
889,2025-12-27,Greater Accra,Tema,Keta Market,sardine,9.72,8.05,321,wholesaler,yes,rural
890,2022-01-03,Ahafo,Tano North,Ho Main Market,cassava,20.61,18.43,437,aggregator,yes,rural
891,2024-10-04,Western North,Sefwi Wiawso,Kejetia,maize,20.35,16.77,471,aggregator,yes,rural
892,2025-07-05,Upper East,Navrongo,Tamale Central,plantain,15.35,13.56,436,wholesaler,no,rural
893,2022-09-20,Upper East,Paga,Agbogbloshie,plantain,14.83,12.62,141,wholesaler,yes,rural
894,2022-05-01,Upper West,Jirapa,Tamale Central,sardine,11.18,9.58,76,wholesaler,no,peri-urban
895,2022-01-21,Upper West,Lawra,Keta Market,yam,10.27,9.0,158,wholesaler,no,urban
896,2024-06-23,Eastern,Nsawam,Keta Market,plantain,11.86,11.04,218,wholesaler,no,rural
897,2022-05-20,Greater Accra,Tema,Kejetia,palm oil,7.93,7.18,380,aggregator,no,rural
898,2025-08-05,Upper East,Bawku,Ho Main Market,palm oil,14.71,13.72,429,aggregator,no,peri-urban
899,2022-07-25,Eastern,Akim Oda,Agbogbloshie,plantain,13.7,12.32,547,wholesaler,no,rural
900,2022-02-12,Oti,Dambai,Tamale Central,pepper,9.71,7.97,262,wholesaler,yes,peri-urban
901,2024-04-29,Savannah,Sawla,Ho Main Market,maize,23.31,19.86,109,aggregator,no,rural
902,2025-02-15,Upper West,Lawra,Aboabo Market,plantain,16.65,15.46,535,wholesaler,yes,urban
903,2024-10-25,Ashanti,Ejisu,Keta Market,maize,17.15,15.39,81,aggregator,no,rural
904,2022-07-26,Upper West,Tumu,Tamale Central,rice,11.35,10.64,231,aggregator,no,rural
905,2023-09-27,Northern,Savelugu,Makola,rice,13.46,11.29,267,aggregator,no,peri-urban
906,2022-12-11,Bono,Berekum,Tamale Central,palm oil,16.77,14.35,516,aggregator,no,rural
907,2025-03-11,Eastern,Suhum,Ho Main Market,pepper,14.2,12.26,75,retailer,no,peri-urban
908,2023-01-07,Western North,Sefwi Wiawso,Techiman Market,rice,23.59,20.27,478,wholesaler,no,urban
909,2025-06-09,Eastern,Koforidua,Kotokuraba,sardine,12.54,10.66,308,wholesaler,no,rural
910,2025-04-02,Western North,Sefwi Wiawso,Ho Main Market,pepper,11.28,9.85,562,wholesaler,yes,peri-urban
911,2023-07-01,North East,Walewale,Makola,pepper,16.81,15.08,489,aggregator,no,urban
912,2025-10-19,Upper West,Lawra,Aboabo Market,onion,8.65,7.42,408,aggregator,yes,urban
913,2024-09-10,Bono East,Techiman,Aboabo Market,palm oil,18.61,15.44,440,aggregator,no,peri-urban
914,2022-12-01,Western,Shama,Tamale Central,cassava,8.54,7.73,532,wholesaler,no,peri-urban
915,2022-01-11,Eastern,Koforidua,Aboabo Market,cassava,16.84,14.74,576,aggregator,yes,rural
916,2025-12-02,Ahafo,Tano North,Keta Market,maize,10.73,9.52,578,retailer,yes,urban
917,2022-03-16,Northern,Yendi,Techiman Market,yam,15.91,13.92,100,wholesaler,no,urban
918,2025-08-16,Upper East,Navrongo,Techiman Market,tomato,18.5,17.15,463,retailer,yes,peri-urban
919,2024-08-04,Northern,Savelugu,Takoradi Market,sardine,14.21,12.6,306,retailer,no,urban
920,2024-07-01,Greater Accra,Tema,Takoradi Market,maize,8.85,8.24,303,wholesaler,yes,peri-urban
921,2025-11-05,Savannah,Sawla,Kejetia,maize,9.84,8.67,510,retailer,yes,rural
922,2023-12-11,Upper West,Wa,Makola,palm oil,10.43,8.92,407,retailer,yes,peri-urban
923,2024-05-02,Ahafo,Goaso,Aboabo Market,yam,6.94,5.99,570,aggregator,yes,rural
924,2024-02-15,Bono,Berekum,Aboabo Market,maize,19.98,17.64,427,retailer,yes,peri-urban
925,2024-06-04,Upper East,Navrongo,Kejetia,onion,13.99,12.36,346,aggregator,no,rural
926,2024-01-06,Central,Cape Coast,Kotokuraba,palm oil,9.05,8.17,195,retailer,yes,urban
927,2023-09-26,Bono East,Atebubu,Ho Main Market,tomato,22.41,18.98,540,wholesaler,yes,peri-urban
928,2024-11-17,Central,Cape Coast,Tamale Central,sardine,10.53,9.47,402,wholesaler,yes,peri-urban
929,2023-01-31,Greater Accra,Madina,Kejetia,plantain,14.7,13.43,277,wholesaler,no,peri-urban
930,2023-11-14,Northern,Tolon,Ho Main Market,yam,10.09,9.09,366,wholesaler,no,rural
931,2025-10-31,Ahafo,Goaso,Techiman Market,tomato,6.64,5.83,291,aggregator,yes,peri-urban
932,2023-02-25,Central,Mfantsiman,Kejetia,pepper,8.35,7.84,280,retailer,no,peri-urban
933,2022-12-30,Bono,Dormaa,Aboabo Market,yam,11.51,10.0,415,retailer,no,urban
934,2025-05-24,Bono,Dormaa,Tamale Central,pepper,18.44,15.36,173,wholesaler,no,peri-urban
935,2025-01-29,Savannah,Bole,Takoradi Market,pepper,15.2,13.96,546,aggregator,yes,peri-urban
936,2022-04-03,Ashanti,Ejisu,Makola,maize,14.14,11.95,86,aggregator,yes,peri-urban
937,2022-09-23,Eastern,Suhum,Makola,rice,6.66,6.03,367,wholesaler,no,peri-urban
938,2022-07-25,Volta,Hohoe,Kejetia,tomato,21.0,17.67,82,retailer,no,urban
939,2025-01-08,Eastern,Akim Oda,Makola,pepper,14.56,11.97,375,wholesaler,yes,peri-urban
940,2022-02-06,Bono,Berekum,Techiman Market,tomato,12.91,10.83,300,retailer,yes,peri-urban
941,2024-10-31,Ahafo,Tano North,Aboabo Market,cassava,20.01,17.31,60,wholesaler,no,urban
942,2025-01-18,Greater Accra,Tema,Makola,tomato,20.83,17.35,559,retailer,yes,rural
943,2024-01-14,Ashanti,Ejisu,Agbogbloshie,rice,20.17,17.02,386,aggregator,no,rural
944,2022-01-19,North East,Chereponi,Techiman Market,plantain,12.35,11.26,296,wholesaler,yes,urban
945,2023-01-09,Western North,Juaboso,Techiman Market,sardine,9.48,8.65,240,retailer,yes,urban
946,2022-04-04,Bono,Dormaa,Keta Market,plantain,19.03,17.47,80,retailer,yes,rural
947,2022-02-01,Ahafo,Asunafo North,Takoradi Market,pepper,8.35,7.69,122,retailer,yes,peri-urban
948,2022-05-20,Oti,Jasikan,Kejetia,tomato,26.62,23.17,204,retailer,no,rural
949,2024-08-30,Northern,Tamale,Kotokuraba,onion,13.6,12.57,166,aggregator,yes,peri-urban
950,2024-11-10,Central,Komenda,Techiman Market,yam,9.29,8.2,94,retailer,yes,urban
951,2025-03-18,Ahafo,Goaso,Makola,rice,8.75,7.67,492,aggregator,yes,urban
952,2025-05-29,Oti,Jasikan,Tamale Central,palm oil,8.61,7.8,20,retailer,yes,urban
953,2024-01-03,Savannah,Sawla,Aboabo Market,pepper,14.14,11.96,435,aggregator,yes,rural
954,2024-01-24,Eastern,Nsawam,Kotokuraba,onion,13.43,12.28,488,aggregator,no,urban
955,2025-05-27,Oti,Dambai,Takoradi Market,rice,8.74,7.62,384,retailer,no,rural
956,2022-02-27,Bono,Wenchi,Techiman Market,pepper,11.88,9.92,36,aggregator,yes,peri-urban
957,2025-12-19,Savannah,Bole,Aboabo Market,palm oil,8.34,6.96,529,wholesaler,no,peri-urban
958,2025-07-22,Western,Axim,Takoradi Market,yam,16.55,13.9,458,retailer,yes,peri-urban
959,2022-05-20,Bono East,Techiman,Aboabo Market,cassava,13.21,12.24,550,wholesaler,no,urban
960,2024-11-12,North East,Walewale,Ho Main Market,yam,11.79,11.07,78,aggregator,yes,peri-urban
961,2024-06-19,Western,Axim,Makola,sardine,8.58,7.4,134,aggregator,yes,urban
962,2023-01-13,Central,Mfantsiman,Tamale Central,onion,12.12,10.36,222,wholesaler,no,rural
963,2024-07-10,Upper East,Navrongo,Agbogbloshie,tomato,11.64,9.85,562,retailer,yes,urban
964,2023-01-08,Eastern,Koforidua,Aboabo Market,plantain,15.05,13.83,213,wholesaler,yes,peri-urban
965,2024-12-22,Oti,Nkwanta South,Aboabo Market,rice,14.27,12.06,491,aggregator,yes,urban
966,2024-02-17,Bono East,Nkoranza,Techiman Market,onion,17.76,16.53,125,retailer,yes,urban
967,2025-09-27,Eastern,Koforidua,Kejetia,plantain,11.36,10.22,145,wholesaler,yes,rural
968,2022-06-16,Bono,Dormaa,Takoradi Market,cassava,7.02,6.51,433,wholesaler,no,urban
969,2025-03-20,Oti,Jasikan,Ho Main Market,rice,19.05,16.89,529,retailer,no,peri-urban
970,2023-06-07,Upper East,Navrongo,Kotokuraba,tomato,9.7,8.76,520,wholesaler,no,urban
971,2023-08-07,Ahafo,Goaso,Agbogbloshie,rice,9.14,8.17,140,retailer,no,urban
972,2023-05-16,Eastern,Akim Oda,Makola,tomato,13.26,12.2,227,retailer,yes,peri-urban
973,2024-06-14,Volta,Kpando,Aboabo Market,onion,14.97,13.78,369,wholesaler,yes,urban
974,2024-09-25,Upper West,Wa,Kejetia,plantain,11.18,9.96,212,retailer,no,rural
975,2023-07-14,Western North,Sefwi Wiawso,Keta Market,rice,11.15,9.99,412,retailer,yes,peri-urban
976,2025-10-03,Ahafo,Goaso,Techiman Market,yam,11.74,10.93,516,aggregator,no,peri-urban
977,2025-07-19,Oti,Kadjebi,Techiman Market,rice,22.1,20.59,411,aggregator,yes,urban
978,2025-12-24,Upper East,Paga,Agbogbloshie,yam,13.45,12.1,128,aggregator,yes,rural
979,2024-10-08,Bono,Wenchi,Agbogbloshie,maize,9.59,7.87,489,wholesaler,no,rural
980,2022-08-21,Upper East,Navrongo,Kejetia,plantain,9.63,8.02,369,wholesaler,no,peri-urban
981,2023-07-14,North East,Chereponi,Keta Market,maize,12.33,11.38,168,wholesaler,no,peri-urban
982,2025-05-16,Greater Accra,Kasoa East,Keta Market,rice,14.63,12.15,275,wholesaler,no,urban
983,2024-07-09,North East,Chereponi,Agbogbloshie,cassava,15.95,13.49,408,retailer,no,peri-urban
984,2024-05-10,Oti,Nkwanta South,Ho Main Market,plantain,14.06,11.92,218,retailer,no,rural
985,2025-05-27,Oti,Kadjebi,Ho Main Market,maize,10.03,8.95,462,aggregator,no,urban
986,2024-05-21,Ashanti,Kumasi,Agbogbloshie,pepper,11.61,10.32,205,retailer,yes,urban
987,2022-03-22,Oti,Kadjebi,Tamale Central,cassava,17.41,14.88,363,wholesaler,no,rural
988,2023-09-06,Greater Accra,Tema,Agbogbloshie,onion,9.01,7.61,127,retailer,no,rural
989,2023-12-04,Volta,Keta,Kejetia,maize,11.44,10.43,99,aggregator,no,peri-urban
990,2023-06-25,Bono East,Nkoranza,Keta Market,cassava,16.6,15.48,272,wholesaler,yes,rural
991,2024-02-04,Ahafo,Goaso,Kotokuraba,onion,18.29,15.11,44,retailer,yes,urban
992,2025-06-28,Savannah,Damongo,Techiman Market,pepper,12.58,10.52,302,aggregator,yes,urban
993,2024-01-08,Bono,Dormaa,Agbogbloshie,sardine,11.66,10.46,582,retailer,no,rural
994,2023-08-29,Central,Cape Coast,Takoradi Market,plantain,8.48,7.77,257,aggregator,yes,peri-urban
995,2025-12-09,Volta,Kpando,Aboabo Market,sardine,16.18,14.8,335,aggregator,no,urban
996,2025-01-14,Oti,Nkwanta South,Tamale Central,maize,21.36,19.36,482,aggregator,no,peri-urban
997,2023-09-14,North East,Nalerigu,Kotokuraba,rice,33.04,30.61,401,wholesaler,yes,rural
998,2025-05-25,Ashanti,Kumasi,Agbogbloshie,rice,15.41,13.04,484,retailer,no,peri-urban
999,2024-10-18,Ashanti,Obuasi,Agbogbloshie,yam,13.23,11.02,169,retailer,yes,urban
1000,2022-07-15,North East,Walewale,Kotokuraba,cassava,9.76,8.72,371,wholesaler,yes,rural
1001,2024-09-21,Volta,Hohoe,Ho Main Market,sardine,6.98,6.41,461,wholesaler,yes,urban
1002,2025-08-13,Northern,Yendi,Agbogbloshie,onion,14.32,12.74,414,retailer,yes,urban
1003,2024-08-03,Oti,Dambai,Keta Market,maize,30.65,28.67,384,wholesaler,no,rural
1004,2022-02-13,Upper West,Wa,Takoradi Market,tomato,21.01,19.23,25,wholesaler,yes,peri-urban
1005,2023-01-28,Upper West,Jirapa,Kejetia,onion,19.9,17.99,553,retailer,yes,rural
1006,2025-01-18,Ahafo,Asutifi South,Takoradi Market,tomato,14.67,12.14,239,aggregator,no,urban
1007,2022-06-04,Volta,Ho,Keta Market,yam,15.27,12.72,31,wholesaler,no,urban
1008,2024-09-04,Ashanti,Mampong,Takoradi Market,rice,5.76,5.27,404,retailer,yes,urban
1009,2022-02-28,Western,Tarkwa,Ho Main Market,plantain,17.58,14.83,477,retailer,yes,rural
1010,2022-04-20,Bono East,Nkoranza,Kejetia,plantain,10.99,9.05,244,retailer,yes,rural
1011,2023-04-24,Upper East,Navrongo,Takoradi Market,rice,10.53,9.79,355,wholesaler,yes,rural
1012,2023-09-10,Bono,Sunyani,Techiman Market,yam,12.02,11.14,186,aggregator,no,rural
1013,2024-02-23,Ahafo,Goaso,Keta Market,pepper,11.88,10.05,335,aggregator,yes,peri-urban
1014,2024-12-08,Bono East,Atebubu,Keta Market,sardine,10.47,9.57,135,retailer,no,urban
1015,2025-11-01,Savannah,Bole,Aboabo Market,tomato,13.53,11.17,517,wholesaler,no,peri-urban
1016,2024-11-21,Upper West,Lawra,Makola,tomato,11.07,9.46,167,wholesaler,no,urban
1017,2023-08-24,Savannah,Salaga,Tamale Central,maize,13.94,12.47,55,aggregator,yes,urban
1018,2024-07-28,Ashanti,Obuasi,Makola,rice,8.0,7.29,426,aggregator,yes,peri-urban
1019,2024-09-18,Oti,Nkwanta South,Tamale Central,cassava,12.49,10.26,404,wholesaler,no,rural
1020,2023-06-15,Central,Mfantsiman,Takoradi Market,sardine,9.17,7.88,430,aggregator,yes,urban
1021,2024-10-23,Ahafo,Asunafo North,Techiman Market,yam,10.76,9.1,327,retailer,no,rural
1022,2023-01-13,Volta,Ho,Techiman Market,rice,14.16,13.31,259,aggregator,no,peri-urban
1023,2023-07-26,Western North,Sefwi Wiawso,Agbogbloshie,rice,7.68,6.92,386,wholesaler,yes,urban
1024,2025-06-19,North East,Chereponi,Makola,pepper,10.1,8.77,323,retailer,yes,rural
1025,2023-08-10,Oti,Kadjebi,Takoradi Market,cassava,16.43,13.62,186,wholesaler,no,peri-urban
1026,2022-12-23,Western North,Bibiani,Aboabo Market,onion,8.21,7.32,573,aggregator,no,urban
1027,2023-11-16,Ashanti,Kumasi,Aboabo Market,onion,25.08,22.5,320,aggregator,no,peri-urban
1028,2025-05-05,Savannah,Sawla,Kotokuraba,palm oil,20.52,18.84,224,retailer,yes,rural
1029,2024-05-07,Bono,Sunyani,Agbogbloshie,pepper,11.32,9.67,214,retailer,yes,urban
1030,2025-12-13,Bono,Wenchi,Techiman Market,onion,10.22,9.58,190,retailer,yes,urban
1031,2023-10-21,Bono East,Techiman,Ho Main Market,pepper,14.45,12.61,421,retailer,no,urban
1032,2025-07-20,Greater Accra,Madina,Techiman Market,tomato,8.11,6.94,58,aggregator,yes,peri-urban
1033,2022-02-04,Upper West,Tumu,Makola,plantain,6.68,5.76,271,wholesaler,no,peri-urban
1034,2024-10-03,Northern,Yendi,Ho Main Market,plantain,11.46,10.11,302,aggregator,no,peri-urban
1035,2023-04-06,Bono,Sunyani,Techiman Market,rice,12.85,11.98,226,aggregator,yes,peri-urban
1036,2023-12-19,Ahafo,Goaso,Techiman Market,plantain,13.92,12.64,519,retailer,no,rural
1037,2025-06-30,Western,Tarkwa,Kotokuraba,sardine,10.86,9.66,162,retailer,no,peri-urban
1038,2023-05-27,Savannah,Bole,Techiman Market,onion,21.03,17.66,38,wholesaler,no,peri-urban
1039,2024-12-07,Oti,Nkwanta South,Makola,sardine,7.98,6.69,595,wholesaler,yes,peri-urban
1040,2025-04-23,Western,Sekondi-Takoradi,Makola,maize,9.04,7.96,39,aggregator,no,rural
1041,2023-05-06,Ahafo,Asutifi South,Techiman Market,onion,15.96,14.48,467,wholesaler,no,rural
1042,2022-09-30,Upper East,Bolgatanga,Keta Market,cassava,8.97,8.16,245,retailer,yes,urban
1043,2024-10-09,Savannah,Sawla,Kotokuraba,yam,8.85,7.5,120,retailer,no,peri-urban
1044,2023-06-11,Eastern,Suhum,Keta Market,palm oil,14.06,11.7,313,retailer,yes,urban
1045,2025-02-25,Central,Komenda,Makola,pepper,9.31,8.06,569,aggregator,yes,urban
1046,2022-07-29,Oti,Kadjebi,Tamale Central,rice,12.85,11.95,84,wholesaler,no,rural
1047,2023-09-16,Greater Accra,Madina,Kejetia,pepper,10.54,9.33,518,retailer,no,rural
1048,2025-03-11,Greater Accra,Accra,Kejetia,yam,9.96,8.55,95,aggregator,yes,urban
1049,2022-06-22,Bono,Wenchi,Takoradi Market,yam,6.45,5.54,144,aggregator,no,urban
1050,2023-03-23,Greater Accra,Tema,Keta Market,yam,14.14,11.82,46,aggregator,no,peri-urban
1051,2025-02-16,Northern,Savelugu,Makola,onion,8.7,7.63,295,wholesaler,no,rural
1052,2022-01-11,North East,Chereponi,Aboabo Market,palm oil,12.69,11.61,591,wholesaler,no,rural
1053,2024-01-31,Bono,Dormaa,Makola,cassava,11.25,10.53,102,wholesaler,yes,urban
1054,2025-08-20,Oti,Jasikan,Aboabo Market,yam,12.52,11.02,505,aggregator,yes,rural
1055,2025-03-23,Central,Komenda,Tamale Central,rice,12.78,10.74,482,aggregator,no,urban
1056,2022-11-19,Upper West,Wa,Techiman Market,onion,14.41,13.0,25,wholesaler,yes,urban
1057,2024-09-03,Upper West,Jirapa,Makola,cassava,10.44,9.51,387,retailer,yes,rural
1058,2023-03-21,Volta,Hohoe,Takoradi Market,yam,20.8,17.23,490,wholesaler,yes,peri-urban
1059,2022-12-08,North East,Chereponi,Techiman Market,maize,7.05,6.5,468,aggregator,no,rural
1060,2022-08-09,Ashanti,Obuasi,Kejetia,rice,12.44,11.44,389,aggregator,yes,urban
1061,2022-04-20,Volta,Keta,Keta Market,maize,18.04,15.82,359,aggregator,yes,urban
1062,2023-02-14,Volta,Kpando,Makola,palm oil,15.91,14.12,297,aggregator,yes,peri-urban
1063,2025-12-12,Greater Accra,Accra,Kotokuraba,sardine,9.57,8.67,359,aggregator,yes,urban
1064,2023-05-20,Savannah,Bole,Makola,palm oil,10.15,9.15,99,aggregator,yes,peri-urban
1065,2022-02-09,Oti,Dambai,Tamale Central,sardine,9.47,7.78,86,wholesaler,no,rural
1066,2022-09-20,Oti,Dambai,Ho Main Market,sardine,16.61,13.86,234,aggregator,no,peri-urban
1067,2025-02-15,Greater Accra,Madina,Takoradi Market,cassava,10.39,8.72,435,aggregator,yes,urban
1068,2025-12-08,Savannah,Salaga,Kotokuraba,tomato,14.72,13.41,164,aggregator,no,urban
1069,2023-12-09,Upper East,Navrongo,Tamale Central,rice,14.77,12.89,571,aggregator,yes,peri-urban
1070,2024-04-02,Volta,Ho,Techiman Market,cassava,30.84,27.31,305,aggregator,no,rural
1071,2023-04-06,Upper West,Tumu,Keta Market,plantain,15.02,13.71,590,retailer,no,peri-urban
1072,2025-02-15,North East,Chereponi,Tamale Central,maize,10.14,8.73,559,wholesaler,no,urban
1073,2022-08-05,Ahafo,Asutifi South,Kejetia,palm oil,8.08,7.35,66,wholesaler,no,rural
1074,2022-03-18,North East,Walewale,Kejetia,yam,12.22,10.67,256,retailer,no,peri-urban
