respondent_id,region,district,age,age_group,gender,education_level,monthly_income_ghs,smartphone_skill_score,mobile_money_transactions_monthly,average_transaction_value_ghs,data_usage_gb_monthly,digital_confidence_score,savings_behaviour_score
795,Bono,Sunyani,49,45-54,Female,basic,739.07,7,28.0,40.5,8.7,5.3,8.8
796,North East,Bunkpurugu,26,25-34,Male,secondary,1187.03,9,36.0,60.69,10.3,8.4,3.3
797,Eastern,Suhum,22,18-24,Female,basic,1543.57,5,7.0,42.69,8.0,5.4,5.0
798,Eastern,Akim Oda,35,35-44,Female,secondary,1872.13,8,33.0,101.89,10.6,9.7,5.3
799,Savannah,Sawla,33,25-34,Male,postgraduate,984.65,7,30.0,131.83,9.8,5.4,1.4
800,Western North,Sefwi Wiawso,23,18-24,Male,basic,2082.97,4,18.0,129.06,10.5,3.8,2.7
801,Western North,Sefwi Wiawso,45,45-54,Male,secondary,1491.19,9,26.0,98.6,12.1,9.5,1.7
802,Ahafo,Asunafo North,34,25-34,Male,postgraduate,1281.43,7,21.0,112.06,8.9,6.2,5.7
803,Western North,Bibiani,33,25-34,Male,basic,1260.05,9,23.0,107.51,13.7,6.5,5.4
804,Ahafo,Tano North,27,25-34,Female,tertiary,715.44,4,6.0,88.63,0.4,3.4,2.3
805,Savannah,Bole,40,35-44,Male,secondary,297.48,5,24.0,91.29,8.3,5.2,5.9
806,Western North,Bodi,18,18-24,Female,secondary,1541.29,9,30.0,103.53,14.2,8.3,4.7
807,Western,Shama,29,25-34,Male,secondary,819.48,7,19.0,68.03,11.1,5.2,6.9
808,Eastern,Suhum,18,18-24,Male,tertiary,377.08,8,20.0,107.2,8.8,9.1,7.5
809,Greater Accra,Accra,24,18-24,Female,postgraduate,1712.76,6,27.0,70.77,7.8,4.6,4.2
810,Northern,Tamale,18,18-24,Female,postgraduate,3051.71,10,36.0,73.19,20.2,9.4,7.2
811,Bono East,Nkoranza,18,18-24,Female,secondary,803.46,7,21.0,91.74,10.8,6.9,5.1
812,Volta,Kpando,33,25-34,Female,secondary,1171.55,6,20.0,98.43,7.8,5.6,5.0
813,Ashanti,Ejisu,32,25-34,Male,secondary,2102.75,4,14.0,95.45,8.2,4.1,6.3
814,North East,Nalerigu,44,35-44,Male,basic,1964.21,6,22.0,206.73,7.4,6.3,4.7
815,Upper East,Bawku,39,35-44,Male,tertiary,1129.02,7,29.0,83.34,13.7,7.3,5.8
816,Savannah,Bole,18,18-24,Male,basic,1800.74,6,24.0,71.03,9.1,4.4,5.2
817,Eastern,Nsawam,40,35-44,Male,basic,1106.48,6,15.0,93.55,6.1,6.0,5.4
818,Upper East,Paga,40,35-44,Female,secondary,494.95,9,31.0,85.2,12.8,5.0,10.0
819,Bono East,Atebubu,23,18-24,Female,postgraduate,2982.54,8,26.0,101.06,16.2,6.5,5.2
820,Bono,Dormaa,60,55-65,Female,postgraduate,1134.1,5,26.0,138.3,10.1,6.3,3.9
821,Upper East,Paga,37,35-44,Male,secondary,352.95,5,15.0,48.22,5.4,3.9,1.3
822,Bono,Wenchi,28,25-34,Female,basic,1093.29,3,6.0,82.59,5.7,3.0,6.2
823,Upper West,Tumu,37,35-44,Male,tertiary,2947.17,5,21.0,139.64,9.7,1.8,2.8
824,Upper East,Paga,46,45-54,Male,basic,1498.69,8,32.0,84.91,13.4,7.5,4.2
825,Oti,Nkwanta South,32,25-34,Female,postgraduate,1287.63,5,22.0,123.18,8.1,3.4,5.0
826,Eastern,Nsawam,33,25-34,Female,tertiary,3027.02,9,26.0,68.34,19.2,8.4,6.5
827,Volta,Keta,20,18-24,Male,secondary,915.99,6,23.0,90.49,8.9,4.7,4.2
828,Volta,Hohoe,32,25-34,Male,secondary,1395.75,4,24.0,99.53,8.9,1.2,4.2
829,Northern,Tolon,40,35-44,Female,basic,1956.09,5,20.0,141.11,10.0,2.3,4.3
830,Upper East,Paga,32,25-34,Male,postgraduate,2119.8,3,19.0,117.26,4.2,4.0,7.6
831,Ahafo,Asutifi South,25,25-34,Male,tertiary,682.24,6,19.0,62.34,7.1,6.9,5.9
832,Western North,Bibiani,29,25-34,Female,tertiary,1199.52,2,26.0,91.68,2.7,1.0,8.1
833,Ashanti,Mampong,30,25-34,Female,tertiary,1710.23,8,30.0,80.99,12.4,7.4,6.7
834,Upper East,Bolgatanga,36,35-44,Male,tertiary,2960.84,8,20.0,99.76,14.8,7.8,8.3
835,Volta,Hohoe,24,18-24,Male,postgraduate,797.45,7,8.0,153.67,11.7,8.6,4.8
836,Northern,Yendi,41,35-44,Female,tertiary,2179.89,6,34.0,184.96,7.6,6.9,6.2
837,Western North,Sefwi Wiawso,27,25-34,Female,basic,1242.79,6,24.0,154.52,12.5,4.9,9.2
838,Volta,Keta,20,18-24,Male,basic,2129.59,6,24.0,85.93,10.4,5.4,7.0
839,Volta,Kpando,18,18-24,Female,basic,784.11,5,27.0,116.26,9.5,4.4,4.7
840,Eastern,Koforidua,18,18-24,Male,tertiary,572.22,4,17.0,113.31,4.5,7.2,10.0
841,Upper East,Navrongo,37,35-44,Female,tertiary,596.33,4,22.0,109.76,4.2,1.0,5.9
842,Bono East,Techiman,24,18-24,Female,secondary,1267.43,6,8.0,163.38,9.6,6.5,4.9
843,Ashanti,Obuasi,25,25-34,Male,postgraduate,1111.35,7,17.0,69.86,6.8,6.9,5.8
844,Greater Accra,Kasoa East,32,25-34,Female,postgraduate,1298.34,4,26.0,102.76,10.3,5.0,8.8
845,Ahafo,Asunafo North,18,18-24,Female,postgraduate,1033.84,4,22.0,85.2,9.8,1.6,4.7
846,Ahafo,Goaso,18,18-24,Female,tertiary,3560.48,4,33.0,58.25,8.0,3.9,3.2
847,Ahafo,Goaso,33,25-34,Male,tertiary,2445.09,4,21.0,132.13,10.4,5.1,3.3
848,Bono,Dormaa,35,35-44,Male,postgraduate,1198.15,4,10.0,78.81,4.3,3.4,10.0
849,Bono East,Atebubu,31,25-34,Female,basic,1090.24,4,23.0,107.83,7.0,3.9,3.3
850,Greater Accra,Tema,36,35-44,Male,basic,600.7,7,34.0,70.09,9.8,6.8,3.9
851,Western,Axim,39,35-44,Female,secondary,945.05,7,6.0,146.14,13.9,5.2,4.2
852,Upper East,Paga,45,45-54,Male,postgraduate,929.33,1,17.0,135.56,4.0,1.0,3.5
853,Central,Kasoa,33,25-34,Male,tertiary,554.34,8,21.0,78.97,9.8,8.7,8.6
854,Ashanti,Mampong,20,18-24,Female,tertiary,981.29,4,0.0,226.92,4.7,5.2,3.8
855,Oti,Jasikan,26,25-34,Female,postgraduate,1256.38,1,1.0,79.44,3.8,2.1,4.6
856,Bono,Berekum,22,18-24,Male,postgraduate,1946.45,8,25.0,75.04,12.3,9.5,5.7
857,Ahafo,Asunafo North,35,35-44,Male,basic,2409.64,6,32.0,95.73,9.2,4.8,6.3
858,Upper East,Bolgatanga,18,18-24,Female,postgraduate,994.79,6,20.0,75.82,11.2,8.8,6.5
859,Ahafo,Asunafo North,18,18-24,Male,basic,1173.4,7,11.0,117.27,11.4,9.9,4.2
860,Ahafo,Goaso,43,35-44,Female,postgraduate,708.57,7,16.0,176.43,11.4,5.1,6.3
861,Western,Tarkwa,18,18-24,Male,basic,1211.13,6,23.0,74.03,13.0,5.4,7.1
862,Savannah,Salaga,18,18-24,Male,basic,1615.76,7,23.0,139.45,9.2,6.5,4.2
863,Oti,Dambai,38,35-44,Male,tertiary,735.48,8,30.0,147.74,10.0,7.4,4.0
864,Bono,Wenchi,20,18-24,Male,secondary,524.8,7,14.0,130.31,9.6,5.9,1.0
865,Ahafo,Tano North,32,25-34,Female,basic,1014.01,5,19.0,80.8,8.9,5.3,4.1
866,Ahafo,Goaso,25,25-34,Female,postgraduate,1137.41,5,27.0,202.58,9.7,2.7,6.5
867,Savannah,Damongo,30,25-34,Male,secondary,565.65,4,30.0,118.34,6.6,4.5,2.8
868,Bono East,Techiman,33,25-34,Male,secondary,1765.1,6,22.0,83.89,8.9,5.4,3.8
869,Savannah,Salaga,18,18-24,Female,postgraduate,546.78,8,29.0,131.9,11.0,8.8,4.7
870,Oti,Jasikan,36,35-44,Female,postgraduate,793.01,4,18.0,132.37,7.5,5.7,4.1
871,Greater Accra,Accra,46,45-54,Female,secondary,967.93,7,21.0,92.86,9.8,4.9,4.9
872,Upper West,Lawra,25,25-34,Male,postgraduate,1797.9,4,31.0,122.66,8.7,3.4,6.8
873,Ashanti,Obuasi,33,25-34,Female,secondary,1286.34,6,26.0,140.69,11.5,6.5,7.1
874,Oti,Jasikan,20,18-24,Female,tertiary,742.27,6,2.0,53.43,8.7,4.2,3.3
875,Central,Cape Coast,32,25-34,Male,tertiary,745.07,7,35.0,70.38,9.9,6.3,6.2
876,Upper West,Lawra,31,25-34,Female,basic,2435.4,7,38.0,145.28,11.8,7.6,5.1
877,Upper West,Wa,31,25-34,Male,basic,784.12,8,32.0,91.33,13.2,10.0,6.6
878,Oti,Dambai,31,25-34,Female,secondary,815.87,5,19.0,75.22,8.5,5.5,8.1
879,Savannah,Salaga,25,25-34,Male,secondary,576.05,9,30.0,169.4,12.2,10.0,2.7
880,Oti,Jasikan,38,35-44,Female,secondary,1012.24,2,12.0,87.63,3.5,1.7,4.2
881,Eastern,Nsawam,27,25-34,Male,tertiary,1039.45,9,35.0,101.72,13.8,7.5,3.2
882,Volta,Hohoe,37,35-44,Male,postgraduate,1031.59,6,7.0,79.79,10.1,3.0,6.9
883,Bono,Berekum,29,25-34,Female,secondary,606.98,10,32.0,117.99,13.4,10.0,5.2
884,Eastern,Akim Oda,27,25-34,Male,secondary,395.61,8,25.0,114.89,12.3,7.6,2.3
885,Savannah,Salaga,34,25-34,Male,postgraduate,1215.19,8,36.0,74.77,11.7,7.1,3.5
886,North East,Chereponi,22,18-24,Male,postgraduate,1136.87,6,27.0,171.17,10.2,4.6,1.1
887,Western,Axim,32,25-34,Male,tertiary,982.57,6,11.0,63.38,7.9,5.2,3.8
888,Savannah,Salaga,18,18-24,Female,basic,1504.34,7,20.0,108.56,11.8,9.0,1.0
889,Upper East,Bolgatanga,32,25-34,Male,secondary,1722.49,3,15.0,73.2,3.7,4.5,4.6
890,Western North,Juaboso,20,18-24,Male,tertiary,2392.47,6,38.0,108.37,7.6,5.6,4.2
891,Northern,Tamale,43,35-44,Male,postgraduate,426.93,8,17.0,72.04,8.7,10.0,4.8
892,Ahafo,Asunafo North,50,45-54,Male,tertiary,1286.98,4,19.0,78.62,6.3,3.1,6.2
893,Upper East,Bolgatanga,31,25-34,Female,postgraduate,567.51,8,34.0,127.24,11.7,9.3,3.8
894,Western North,Sefwi Wiawso,28,25-34,Female,secondary,2578.8,9,39.0,102.0,14.9,10.0,5.0
895,Upper East,Navrongo,32,25-34,Male,basic,3084.21,1,16.0,73.03,7.4,1.0,6.8
896,Bono East,Kintampo,32,25-34,Female,postgraduate,3397.21,4,20.0,93.1,10.6,1.0,5.2
897,Central,Cape Coast,18,18-24,Male,basic,479.16,6,30.0,134.29,6.5,5.2,6.5
898,Volta,Hohoe,18,18-24,Female,tertiary,2354.9,6,19.0,109.1,14.5,6.6,6.2
899,Eastern,Suhum,18,18-24,Male,basic,667.64,4,16.0,73.01,4.6,4.5,7.7
900,Western North,Bodi,18,18-24,Female,postgraduate,1423.14,5,29.0,105.71,7.8,2.2,3.1
901,Northern,Savelugu,18,18-24,Male,postgraduate,697.0,8,29.0,89.93,13.3,8.4,2.6
902,Ashanti,Obuasi,24,18-24,Female,secondary,727.15,9,15.0,102.05,11.7,7.1,4.0
903,Savannah,Bole,33,25-34,Female,secondary,1195.71,8,29.0,111.58,13.8,9.4,3.2
904,Upper East,Paga,35,35-44,Female,secondary,3382.13,4,30.0,80.81,12.4,3.7,7.3
905,North East,Walewale,32,25-34,Male,tertiary,1384.95,7,25.0,114.59,8.0,8.9,5.1
906,Volta,Kpando,18,18-24,Male,postgraduate,1108.9,8,28.0,153.77,12.6,7.8,6.6
907,Eastern,Koforidua,35,35-44,Male,secondary,880.17,7,35.0,88.67,10.4,6.9,5.6
908,Western North,Bodi,20,18-24,Female,tertiary,845.92,8,26.0,99.73,10.8,5.7,2.7
909,North East,Walewale,35,35-44,Male,postgraduate,1287.15,7,25.0,128.81,6.6,7.2,4.0
910,Ahafo,Asunafo North,25,25-34,Male,secondary,3703.71,5,25.0,127.65,13.1,6.9,5.9
911,Bono East,Nkoranza,37,35-44,Female,postgraduate,422.89,5,15.0,115.04,6.6,7.9,4.0
912,Ashanti,Kumasi,36,35-44,Male,secondary,487.67,8,22.0,171.42,9.8,9.4,4.7
913,Ashanti,Ejisu,24,18-24,Female,secondary,1931.75,5,13.0,102.7,9.1,4.5,4.8
914,Savannah,Salaga,32,25-34,Male,postgraduate,1394.49,6,11.0,103.52,9.3,4.4,4.6
915,Volta,Keta,21,18-24,Male,tertiary,1137.09,8,28.0,91.34,10.9,7.1,5.8
916,Eastern,Koforidua,28,25-34,Male,postgraduate,374.88,5,24.0,93.03,6.9,5.5,5.2
917,Eastern,Suhum,39,35-44,Female,basic,871.61,7,31.0,93.55,9.9,5.0,4.3
918,Bono,Wenchi,28,25-34,Male,tertiary,2269.23,6,37.0,181.33,10.6,7.1,5.2
919,Volta,Kpando,21,18-24,Female,tertiary,830.66,8,15.0,139.03,8.4,8.7,3.2
920,Central,Komenda,18,18-24,Male,postgraduate,874.89,9,31.0,123.43,13.2,6.8,5.7
921,Eastern,Suhum,22,18-24,Female,secondary,1194.96,4,22.0,135.43,5.2,4.8,4.2
922,North East,Walewale,38,35-44,Female,basic,912.12,5,34.0,88.96,7.1,6.1,8.8
923,Upper East,Bolgatanga,18,18-24,Female,postgraduate,1237.14,9,22.0,117.2,15.2,10.0,6.6
924,Western North,Juaboso,29,25-34,Female,tertiary,499.34,6,30.0,159.82,8.1,5.9,5.7
925,Savannah,Salaga,30,25-34,Female,tertiary,2011.39,8,23.0,67.24,14.5,7.0,4.4
926,Central,Kasoa,28,25-34,Male,tertiary,1627.81,5,18.0,142.1,6.5,3.8,5.8
927,Greater Accra,Madina,23,18-24,Male,postgraduate,959.06,4,2.0,79.51,4.9,4.1,6.6
928,Savannah,Damongo,31,25-34,Male,tertiary,491.83,7,28.0,116.73,13.2,4.2,6.5
929,Ahafo,Goaso,28,25-34,Male,postgraduate,545.45,5,24.0,115.21,10.7,5.7,5.0
930,Bono,Sunyani,53,45-54,Female,secondary,1037.2,6,31.0,68.57,3.7,6.3,7.0
931,Ahafo,Tano North,23,18-24,Male,basic,1298.95,5,24.0,86.75,7.7,2.9,6.0
932,Western North,Juaboso,33,25-34,Female,secondary,932.16,1,23.0,59.94,1.9,2.6,2.8
933,Greater Accra,Accra,19,18-24,Female,secondary,642.94,5,15.0,192.11,6.2,5.8,6.5
934,Western North,Bibiani,38,35-44,Male,basic,1093.38,8,19.0,121.28,9.3,7.2,9.6
935,Central,Mfantsiman,37,35-44,Female,basic,2011.58,3,25.0,102.72,7.2,1.0,5.6
936,Central,Kasoa,28,25-34,Female,basic,1029.85,9,36.0,150.31,15.0,10.0,8.5
937,Savannah,Damongo,18,18-24,Female,basic,710.22,4,25.0,176.09,8.4,1.0,5.3
938,Eastern,Koforidua,31,25-34,Female,basic,860.68,7,30.0,106.89,8.9,6.9,6.2
939,Ahafo,Asunafo North,37,35-44,Female,basic,2364.75,7,34.0,105.42,9.1,7.8,5.3
940,North East,Nalerigu,34,25-34,Male,postgraduate,1412.51,5,16.0,70.18,9.0,6.6,3.7
941,Eastern,Akim Oda,29,25-34,Male,postgraduate,898.26,3,20.0,104.3,3.0,3.6,4.0
942,Upper West,Lawra,24,18-24,Male,tertiary,1078.76,5,7.0,31.69,9.3,4.4,4.7
943,Northern,Yendi,37,35-44,Female,basic,1374.89,3,9.0,114.78,8.2,7.2,1.7
944,Greater Accra,Accra,24,18-24,Female,tertiary,1594.25,6,26.0,88.41,9.3,7.3,7.0
945,Central,Kasoa,18,18-24,Male,secondary,1065.2,7,32.0,81.63,7.0,6.9,6.1
946,Greater Accra,Madina,41,35-44,Female,postgraduate,863.64,7,34.0,74.9,8.3,5.4,3.1
947,Ashanti,Kumasi,18,18-24,Female,tertiary,1307.93,4,30.0,121.33,7.3,6.7,3.9
948,Upper East,Bolgatanga,36,35-44,Male,tertiary,1022.44,5,7.0,85.14,8.6,3.6,6.6
949,North East,Chereponi,20,18-24,Female,tertiary,684.38,2,19.0,113.45,4.1,1.0,5.8
950,Central,Cape Coast,29,25-34,Female,basic,1055.23,4,15.0,87.9,3.6,4.3,7.1
951,Volta,Ho,43,35-44,Female,secondary,709.44,7,30.0,100.38,9.7,5.2,5.4
952,Bono East,Atebubu,34,25-34,Female,secondary,663.65,2,30.0,128.82,5.6,4.4,3.9
953,Central,Cape Coast,40,35-44,Male,secondary,880.34,6,17.0,81.63,6.6,4.0,5.9
954,Bono East,Atebubu,35,35-44,Female,secondary,1534.77,6,21.0,89.66,7.8,7.2,4.8
955,Eastern,Koforidua,18,18-24,Female,postgraduate,777.86,3,13.0,104.27,1.5,1.2,4.0
956,Oti,Nkwanta South,26,25-34,Male,secondary,4324.7,7,33.0,81.47,10.9,6.3,3.1
957,Bono,Dormaa,27,25-34,Male,postgraduate,1569.99,4,24.0,82.36,7.1,7.8,3.5
958,Western,Shama,42,35-44,Male,secondary,509.23,7,21.0,130.31,8.0,9.3,3.2
959,Greater Accra,Tema,49,45-54,Male,postgraduate,607.27,9,42.0,106.3,10.6,7.2,3.8
960,Savannah,Sawla,32,25-34,Male,tertiary,1590.22,7,19.0,98.42,12.5,5.8,5.6
961,North East,Chereponi,23,18-24,Female,secondary,780.68,8,8.0,95.73,10.6,9.5,4.5
962,Central,Mfantsiman,22,18-24,Male,basic,690.31,8,27.0,56.18,15.9,7.2,7.2
963,Savannah,Bole,44,35-44,Male,basic,698.6,8,21.0,159.4,13.0,4.9,6.9
964,Greater Accra,Accra,34,25-34,Female,postgraduate,767.46,5,14.0,138.09,9.9,6.0,7.8
965,Upper West,Jirapa,24,18-24,Female,tertiary,1066.84,2,9.0,58.07,6.6,1.5,6.6
966,Eastern,Suhum,34,25-34,Female,secondary,1199.55,5,29.0,90.49,10.7,6.0,8.4
967,Upper West,Wa,45,45-54,Male,secondary,866.65,5,26.0,82.85,6.8,6.8,4.4
968,Volta,Keta,25,25-34,Male,secondary,578.52,8,24.0,157.44,7.9,9.6,5.3
969,Savannah,Damongo,18,18-24,Male,basic,1017.8,6,21.0,92.49,9.3,7.3,5.1
970,Ahafo,Asutifi South,22,18-24,Female,postgraduate,2515.39,5,23.0,127.65,9.9,5.0,5.4
971,Savannah,Salaga,32,25-34,Male,tertiary,1256.92,3,9.0,163.82,8.5,3.7,4.3
972,Upper West,Wa,22,18-24,Female,postgraduate,1172.27,5,24.0,80.72,8.8,5.1,6.8
973,Bono East,Atebubu,24,18-24,Male,basic,709.37,4,12.0,149.9,7.6,4.0,6.2
974,Volta,Keta,18,18-24,Male,basic,945.07,5,28.0,66.79,6.5,4.6,8.6
975,Upper West,Lawra,18,18-24,Male,postgraduate,1327.87,2,20.0,79.4,2.6,1.0,4.3
976,Greater Accra,Kasoa East,25,25-34,Male,basic,1136.68,9,28.0,153.55,11.1,9.3,6.2
977,Volta,Ho,45,45-54,Female,tertiary,1721.39,5,31.0,111.81,7.2,6.0,6.9
978,Upper East,Bolgatanga,18,18-24,Male,basic,1708.68,6,5.0,80.12,8.6,3.9,3.5
979,Bono East,Kintampo,34,25-34,Female,tertiary,1435.83,9,28.0,135.96,13.8,7.0,6.2
980,Volta,Keta,18,18-24,Female,basic,539.4,5,2.0,125.91,6.0,4.9,8.0
981,Ahafo,Asunafo North,18,18-24,Female,tertiary,1559.48,5,25.0,73.69,10.3,5.0,5.1
982,Western,Tarkwa,40,35-44,Male,secondary,1224.49,8,20.0,74.35,13.5,6.8,5.5
983,North East,Bunkpurugu,25,25-34,Female,postgraduate,1845.2,6,37.0,149.19,10.0,8.8,5.1
984,Savannah,Salaga,18,18-24,Male,secondary,1791.97,6,21.0,90.29,14.5,6.6,5.3
985,Savannah,Bole,29,25-34,Female,secondary,1275.53,5,23.0,179.51,7.3,2.2,5.9
986,Volta,Kpando,36,35-44,Female,basic,779.66,8,34.0,69.24,11.1,7.0,6.8
987,Eastern,Akim Oda,26,25-34,Female,secondary,927.5,9,25.0,136.49,14.7,8.6,2.0
988,Oti,Nkwanta South,24,18-24,Male,tertiary,1449.27,6,14.0,51.14,9.5,7.5,6.1
989,Volta,Hohoe,35,35-44,Male,basic,1029.08,4,21.0,98.86,7.9,3.6,6.9
990,Greater Accra,Accra,51,45-54,Male,postgraduate,946.48,5,23.0,89.75,5.7,3.4,4.1
991,Upper East,Paga,18,18-24,Male,basic,843.69,8,5.0,104.83,9.3,7.6,6.8
992,Volta,Keta,51,45-54,Female,postgraduate,952.72,6,23.0,66.21,11.0,7.2,3.0
993,Upper East,Navrongo,26,25-34,Female,tertiary,1820.75,5,22.0,71.66,10.3,5.7,8.8
994,Ahafo,Goaso,33,25-34,Male,secondary,906.23,3,25.0,136.62,1.2,3.4,3.0
995,Northern,Yendi,47,45-54,Male,tertiary,1011.43,7,23.0,59.53,10.3,6.8,2.9
996,Savannah,Salaga,26,25-34,Male,postgraduate,644.69,9,15.0,114.76,8.5,7.9,5.4
997,Bono,Sunyani,18,18-24,Female,secondary,1126.51,5,10.0,145.41,3.9,4.3,6.3
998,Eastern,Koforidua,18,18-24,Male,secondary,1870.33,4,29.0,139.08,7.4,1.0,5.0
999,North East,Walewale,25,25-34,Female,tertiary,680.36,5,14.0,74.62,6.4,6.2,3.3
1000,Upper East,Bawku,30,25-34,Female,postgraduate,1469.74,7,26.0,68.16,13.7,7.0,1.0
1001,Ashanti,Kumasi,38,35-44,Male,basic,1158.3,5,27.0,70.78,7.0,4.3,4.9
1002,Ahafo,Asutifi South,39,35-44,Female,tertiary,1145.81,6,20.0,72.85,9.0,5.5,2.4
1003,Eastern,Koforidua,28,25-34,Female,postgraduate,2455.52,8,33.0,105.87,16.1,8.3,4.1
1004,Upper West,Tumu,32,25-34,Male,basic,1291.02,5,14.0,123.08,8.3,1.3,5.9
1005,Eastern,Akim Oda,37,35-44,Female,tertiary,1028.09,5,19.0,81.62,8.1,4.1,2.6
1006,Western North,Bibiani,38,35-44,Male,tertiary,1243.29,4,9.0,113.45,6.7,4.9,4.9
1007,Northern,Savelugu,26,25-34,Female,postgraduate,927.79,7,20.0,136.75,6.2,3.7,7.1
1008,Western North,Bibiani,42,35-44,Male,tertiary,1886.32,6,42.0,132.54,14.6,5.2,6.0
1009,Upper West,Wa,36,35-44,Female,secondary,985.19,6,27.0,69.71,4.9,5.2,5.3
1010,Western,Axim,43,35-44,Male,basic,1200.44,6,25.0,119.98,9.3,7.0,8.0
1011,Central,Mfantsiman,18,18-24,Female,tertiary,1353.57,5,23.0,82.74,10.3,3.5,5.8
1012,Bono,Dormaa,28,25-34,Female,postgraduate,687.59,9,17.0,169.85,13.3,5.8,4.5
1013,Western North,Sefwi Wiawso,32,25-34,Male,basic,1002.29,2,18.0,90.31,6.8,1.0,7.7
1014,Central,Cape Coast,33,25-34,Male,postgraduate,936.79,8,23.0,126.98,13.6,6.7,4.2
1015,Western North,Bibiani,18,18-24,Male,basic,1945.69,5,29.0,81.38,10.0,6.9,1.4
1016,Western,Shama,18,18-24,Female,tertiary,974.47,5,23.0,54.01,7.8,7.2,6.6
1017,Greater Accra,Madina,20,18-24,Male,tertiary,1504.87,4,11.0,82.4,9.7,3.5,4.0
1018,Ashanti,Mampong,46,45-54,Female,postgraduate,1418.57,7,36.0,83.74,6.8,9.7,3.5
1019,Savannah,Sawla,31,25-34,Female,postgraduate,772.69,7,20.0,200.07,7.7,6.5,5.9
1020,North East,Chereponi,18,18-24,Female,basic,972.55,8,38.0,62.54,12.0,9.5,6.7
1021,Savannah,Bole,22,18-24,Female,postgraduate,872.49,8,11.0,176.9,10.7,10.0,5.8
1022,Upper West,Wa,18,18-24,Female,postgraduate,1059.27,9,16.0,100.53,12.1,10.0,1.9
1023,Bono East,Nkoranza,41,35-44,Female,basic,1582.53,8,35.0,90.52,10.5,9.1,4.0
1024,Ashanti,Kumasi,35,35-44,Female,basic,1310.68,7,41.0,56.53,7.9,6.6,8.8
1025,Greater Accra,Madina,29,25-34,Male,basic,1941.4,8,39.0,66.71,12.5,7.6,6.0
1026,Savannah,Sawla,23,18-24,Male,tertiary,532.49,4,13.0,82.58,4.2,2.3,4.2
1027,Eastern,Suhum,27,25-34,Female,postgraduate,982.32,7,19.0,72.86,10.4,6.0,6.9
1028,Upper West,Tumu,33,25-34,Female,tertiary,1068.23,4,22.0,69.35,7.2,1.8,4.6
1029,Volta,Keta,35,35-44,Female,tertiary,1457.08,8,38.0,70.46,10.4,6.6,7.0
1030,Western North,Bodi,58,55-65,Male,secondary,990.43,5,20.0,123.19,10.4,3.1,8.0
1031,Greater Accra,Madina,41,35-44,Male,postgraduate,2593.18,8,27.0,78.81,10.8,7.9,5.6
1032,Greater Accra,Madina,29,25-34,Female,tertiary,1086.8,5,35.0,93.03,9.2,4.1,7.0
1033,Bono East,Atebubu,18,18-24,Female,tertiary,956.45,8,42.0,60.92,8.1,9.6,5.5
1034,Eastern,Koforidua,34,25-34,Female,tertiary,1213.57,6,14.0,183.15,6.3,5.1,3.8
1035,Ahafo,Asutifi South,35,35-44,Female,postgraduate,1503.19,7,25.0,126.78,11.1,10.0,4.9
1036,Upper East,Paga,26,25-34,Female,basic,1120.98,6,20.0,66.82,12.1,6.3,7.9
1037,Ahafo,Tano North,40,35-44,Female,secondary,1456.85,5,16.0,128.94,6.1,6.0,6.1
1038,Savannah,Damongo,30,25-34,Male,secondary,1470.76,5,27.0,68.5,7.7,6.0,5.1
1039,Upper East,Bolgatanga,25,25-34,Female,basic,531.29,7,25.0,112.38,8.8,8.3,4.2
1040,Ashanti,Ejisu,49,45-54,Male,basic,1593.68,3,17.0,99.09,7.6,3.6,4.1
1041,Upper West,Wa,29,25-34,Female,tertiary,882.43,8,3.0,157.98,8.7,9.8,4.7
1042,Western North,Bibiani,37,35-44,Male,postgraduate,641.18,6,29.0,70.21,5.4,4.5,6.5
1043,Central,Cape Coast,23,18-24,Male,secondary,922.25,5,27.0,51.86,8.9,5.6,6.8
1044,Greater Accra,Madina,24,18-24,Male,secondary,1253.36,3,2.0,74.69,4.7,1.3,1.9
1045,North East,Chereponi,22,18-24,Female,tertiary,666.11,6,16.0,92.07,10.5,5.9,4.0
1046,Western,Tarkwa,45,45-54,Male,postgraduate,594.67,5,31.0,96.23,9.2,5.3,6.3
1047,Ahafo,Asutifi South,18,18-24,Female,secondary,1418.41,5,11.0,123.14,5.4,4.7,5.0
1048,Upper West,Wa,56,55-65,Male,basic,625.39,7,29.0,66.53,9.5,5.5,8.2
1049,Savannah,Bole,20,18-24,Male,secondary,1319.02,5,20.0,73.68,10.5,7.9,6.0
1050,North East,Chereponi,18,18-24,Male,basic,885.74,7,16.0,118.66,9.5,5.1,6.9
1051,Western,Shama,18,18-24,Female,secondary,2193.52,2,9.0,152.55,6.5,4.4,4.3
1052,Savannah,Damongo,38,35-44,Female,secondary,795.08,5,21.0,122.57,10.8,4.8,3.3
1053,Oti,Nkwanta South,30,25-34,Female,secondary,2254.89,8,45.0,57.95,12.9,7.5,4.4
1054,Western North,Bodi,24,18-24,Female,basic,637.98,8,31.0,119.0,13.4,6.8,7.4
1055,Ahafo,Asutifi South,19,18-24,Female,postgraduate,1021.49,3,4.0,105.61,5.8,2.2,5.3
1056,Oti,Kadjebi,33,25-34,Male,secondary,1130.92,4,32.0,191.71,9.4,1.9,6.0
1057,North East,Nalerigu,25,25-34,Female,secondary,1285.84,6,33.0,90.58,10.9,4.3,7.2
