record_id,year,region,district,school_name,school_type,rainfall_mm,average_temperature_c,attendance_rate_pct,graduation_rate_pct,teacher_student_ratio,electricity_outage_days
887,2025,Greater Accra,Madina,Wesley Girls,private,20.9,27.1,91.4,94.2,0.046,4
888,2020,Ahafo,Asutifi South,Adisadel College,mission,29.3,32.6,75.9,78.1,0.041,2
889,2020,Western,Shama,Adisadel College,mission,71.9,28.3,77.7,83.1,0.034,4
890,2020,Central,Mfantsiman,Mfantsipim School,mission,39.5,29.5,77.4,76.3,0.042,4
891,2022,Savannah,Sawla,Apam SHS,private,25.1,28.8,91.2,93.2,0.036,2
892,2018,Oti,Nkwanta South,Mfantsipim School,mission,55.4,31.6,68.4,71.6,0.028,3
893,2022,Eastern,Koforidua,UCC Practice School,public,54.2,31.3,76,84.7,0.04,1
894,2023,Upper East,Bawku,Cape Coast Technical University,private,29.5,28.6,81.7,82.9,0.055,1
895,2021,Bono,Berekum,Adisadel College,public,56.6,26.7,71.4,86.6,0.034,1
896,2018,Ashanti,Mampong,Wesley Girls,public,50,25.6,63.7,78.6,0.039,4
897,2019,Bono East,Nkoranza,Ghana National College,public,58.1,27.9,69.6,92.9,0.05,4
898,2019,Upper West,Lawra,UCC Practice School,private,64,29.2,66.3,79.3,0.054,6
899,2023,Bono,Wenchi,Wesley Girls,private,36.7,28.5,80.2,85.4,0.028,6
900,2022,Eastern,Akim Oda,St Augustine's College,public,43.7,28.2,86.8,91.6,0.048,5
901,2022,Eastern,Suhum,St Augustine's College,private,15.6,26.8,80,87.4,0.036,2
902,2023,Bono East,Kintampo,St Augustine's College,private,116.7,24.8,66.5,75.2,0.029,5
903,2022,Upper East,Bawku,Cape Coast Technical University,public,62.9,28.7,81,86.6,0.048,3
904,2019,Bono East,Techiman,UCC Practice School,private,29.7,26,75.3,79.5,0.04,2
905,2019,Upper West,Wa,UCC Practice School,mission,48.8,29,90.1,98.5,0.032,3
906,2018,Oti,Nkwanta South,Cape Coast Technical University,private,15.6,29.7,75,69.8,0.047,4
907,2023,Western North,Bodi,Wesley Girls,private,68.5,32.4,70.7,88.9,0.033,3
908,2018,Oti,Jasikan,Mfantsipim School,public,25.8,27.5,82.5,84.9,0.045,1
909,2022,Savannah,Sawla,Cape Coast Technical University,private,89.3,25.2,72.5,74.2,0.036,7
910,2025,Upper West,Lawra,Adisadel College,public,32.1,28,77.9,75.8,0.033,3
911,2023,Oti,Dambai,Adisadel College,mission,31.1,29.3,65,80.3,0.027,3
912,2020,Savannah,Sawla,Cape Coast Technical University,mission,45.4,32.3,73.3,75.1,0.031,3
913,2018,Ashanti,Obuasi,Wesley Girls,public,136.1,32,76.6,86.1,0.054,5
914,2019,Greater Accra,Tema,Wesley Girls,public,54.8,28.4,79.8,82,0.039,2
915,2024,Northern,Tamale,Ghana National College,public,85.3,28,72.7,84,0.051,7
916,2021,Upper West,Wa,UCC Practice School,mission,72.2,25.4,86.9,77.8,0.049,5
917,2025,Northern,Savelugu,UCC Practice School,mission,49.4,27.7,69,66.2,0.047,4
918,2024,Oti,Jasikan,St Augustine's College,public,53.8,30.2,82.5,77,0.048,6
919,2025,Ashanti,Obuasi,Wesley Girls,public,28.2,32.4,87.6,97,0.031,3
920,2020,Western,Shama,Ghana National College,public,19.5,30.7,76.3,90.3,0.034,3
921,2025,Northern,Tamale,Apam SHS,private,135.1,27.1,96.8,94.2,0.049,2
922,2025,Central,Cape Coast,Ghana National College,private,60.4,25,68.3,85.7,0.046,1
923,2023,Western,Axim,Cape Coast Technical University,private,64.8,29.6,74.1,85.1,0.05,7
924,2025,Savannah,Sawla,UCC Practice School,private,43,27.8,77.7,97.3,0.046,1
925,2019,Upper East,Bawku,Mfantsipim School,private,52.7,30.4,78.7,81.9,0.049,2
926,2020,Eastern,Koforidua,Cape Coast Technical University,private,30.9,26.6,81,89,0.043,8
927,2021,Ahafo,Goaso,St Augustine's College,public,36.2,33.6,74,80.1,0.05,6
928,2023,Volta,Ho,Adisadel College,mission,32.2,27.7,81.8,87.7,0.036,2
929,2022,Western,Shama,UCC Practice School,private,57.7,33.3,82.5,93.8,0.028,2
930,2020,Upper West,Jirapa,Wesley Girls,private,50.5,30.9,69.5,77.5,0.032,5
931,2021,Greater Accra,Accra,UCC Practice School,public,76,30.5,81.7,74.1,0.031,3
932,2024,Western,Shama,Mfantsipim School,mission,122.5,26,79.3,81,0.04,6
933,2021,Western North,Juaboso,UCC Practice School,private,39.4,25.3,84.6,75.8,0.053,4
934,2020,North East,Walewale,Mfantsipim School,mission,40.5,28.4,75.3,84,0.035,7
935,2024,Central,Kasoa,Apam SHS,public,34.2,25.5,58.6,76.5,0.041,6
936,2023,Eastern,Akim Oda,Ghana National College,private,41.6,31.7,58.1,67.8,0.05,4
937,2020,Bono East,Atebubu,Cape Coast Technical University,mission,113.4,31.5,76.2,66.5,0.052,1
938,2024,Western,Axim,Cape Coast Technical University,mission,53.9,30,71.7,81.8,0.034,5
939,2025,Bono,Berekum,Adisadel College,private,38.7,27.2,81,99,0.042,2
940,2020,Bono,Wenchi,Mfantsipim School,public,59.5,31.5,76.1,81.6,0.034,2
941,2020,Ashanti,Ejisu,St Augustine's College,mission,72.2,28.7,74.5,79,0.039,4
942,2022,Oti,Dambai,Mfantsipim School,private,43.3,26.8,82.7,76.7,0.038,2
943,2024,Eastern,Akim Oda,Ghana National College,private,103.8,28.3,76.6,87.6,0.028,6
944,2019,Northern,Yendi,Mfantsipim School,mission,45.3,28.8,75.7,77.4,0.027,1
945,2018,Volta,Kpando,Ghana National College,mission,101.5,30.1,67.4,72.7,0.044,4
946,2025,Western,Shama,UCC Practice School,mission,68.7,32.2,69.7,88.3,0.031,4
947,2022,Bono,Sunyani,Mfantsipim School,private,28.8,24.2,79.2,80.3,0.031,3
948,2020,Ahafo,Asunafo North,St Augustine's College,private,31.1,33.9,80.7,85.4,0.037,4
949,2021,Oti,Kadjebi,Wesley Girls,public,30.3,29.5,91.2,92,0.033,3
950,2023,Western North,Bodi,Wesley Girls,mission,83.6,29.9,82,75.8,0.048,4
951,2022,Ahafo,Goaso,Mfantsipim School,public,86.7,30.3,71.1,76.6,0.045,3
952,2025,Bono East,Techiman,Adisadel College,public,69.7,29.6,84,97,0.054,3
953,2018,Western,Sekondi-Takoradi,Cape Coast Technical University,public,44.4,30.9,88.8,82.7,0.038,4
954,2025,Volta,Hohoe,UCC Practice School,mission,77.2,37.6,82,81.6,0.027,3
955,2023,Ahafo,Asunafo North,Wesley Girls,public,35.3,34.2,69.6,78.6,0.051,5
956,2018,Oti,Kadjebi,Mfantsipim School,public,77.1,28.7,91.9,95,0.03,3
957,2024,Ashanti,Ejisu,Wesley Girls,private,53.1,33.8,95.2,99,0.034,2
958,2025,Bono East,Nkoranza,Apam SHS,mission,22.2,31,59.6,79.1,0.045,7
959,2022,Bono East,Techiman,Ghana National College,private,31.8,25.6,76.5,83.6,0.04,1
960,2021,Savannah,Sawla,Mfantsipim School,public,76.7,25.5,70.9,78.9,0.047,4
961,2024,Upper East,Paga,Apam SHS,private,32.2,28.8,90.2,92.8,0.032,3
962,2021,North East,Chereponi,Mfantsipim School,public,105.9,32.2,78,80.9,0.043,2
963,2023,Bono East,Atebubu,Wesley Girls,private,226.7,29.2,69.7,80.1,0.04,3
964,2021,Western,Shama,St Augustine's College,mission,20.5,32.2,73.1,92.7,0.043,3
965,2025,Bono,Wenchi,UCC Practice School,public,52.8,31.6,69.2,81.9,0.052,5
966,2019,Bono East,Nkoranza,Apam SHS,mission,32.6,30.3,100,94.3,0.042,2
967,2025,Central,Komenda,Cape Coast Technical University,mission,42.3,28.4,77.4,80.9,0.048,3
968,2025,Western North,Bodi,UCC Practice School,public,40.2,27.7,74.4,80.4,0.048,6
969,2021,Central,Kasoa,Mfantsipim School,mission,50.8,27.9,62.3,68.6,0.046,7
970,2018,Upper West,Lawra,UCC Practice School,public,69.2,31.1,80.3,90.4,0.04,3
971,2023,Bono East,Kintampo,Apam SHS,public,58.4,29.3,67.7,78.1,0.026,4
972,2020,Oti,Kadjebi,Mfantsipim School,private,44.9,29.1,82.4,83.8,0.03,6
973,2020,Ashanti,Mampong,Apam SHS,public,33.6,27.1,72.9,89.8,0.042,2
974,2024,Bono,Berekum,St Augustine's College,private,15,32.2,90,94.9,0.028,4
975,2018,Oti,Dambai,St Augustine's College,public,65.2,31.3,70.5,77.7,0.028,6
976,2025,Oti,Jasikan,St Augustine's College,mission,39.4,36.7,76.1,80.8,0.03,6
977,2021,Bono,Wenchi,Cape Coast Technical University,private,8.7,29.4,85.8,74.6,0.033,5
978,2020,Central,Komenda,Adisadel College,public,49.8,33.9,84.3,89.1,0.056,3
979,2024,Savannah,Damongo,Apam SHS,public,17.2,28,81.4,88.3,0.03,3
980,2023,Ashanti,Ejisu,Adisadel College,mission,44,24.9,80.9,80.5,0.034,4
981,2018,Western North,Juaboso,UCC Practice School,public,111.5,26.8,73.3,84.3,0.046,4
982,2021,Western,Sekondi-Takoradi,Cape Coast Technical University,mission,102.4,31.3,68,85.3,0.046,1
983,2019,Ashanti,Mampong,Apam SHS,private,35.8,25.4,76.7,77.5,0.052,5
984,2024,Savannah,Damongo,St Augustine's College,mission,62.4,28.5,74.4,81.3,0.044,3
985,2020,Western North,Sefwi Wiawso,Adisadel College,public,78.5,30,80,85.7,0.034,2
986,2023,Upper East,Bawku,St Augustine's College,mission,66.2,31.4,81.3,87.9,0.033,4
987,2021,Western North,Juaboso,Ghana National College,mission,35.2,26.3,75.9,86.5,0.051,3
988,2025,Oti,Dambai,Cape Coast Technical University,mission,41.4,31.2,83.2,83.6,0.029,8
989,2023,Ashanti,Ejisu,Ghana National College,public,46,28.3,78,79.2,0.04,5
990,2021,Savannah,Damongo,Mfantsipim School,public,36.1,31.6,80.1,74.4,0.04,8
991,2023,Eastern,Akim Oda,Cape Coast Technical University,mission,82.7,30.9,76.1,81.4,0.048,8
992,2020,Western North,Juaboso,Apam SHS,private,62.1,27.8,81.3,88.6,0.055,4
993,2021,North East,Bunkpurugu,Apam SHS,public,33.1,26,76.4,94.3,0.041,2
994,2023,Oti,Nkwanta South,Mfantsipim School,private,63,31.7,72.4,87.3,0.049,3
995,2025,Western North,Juaboso,Apam SHS,public,26.9,26.2,82.2,86,0.051,6
996,2022,Western North,Bodi,St Augustine's College,mission,33.5,29.2,75.7,83,0.027,4
997,2025,Eastern,Koforidua,St Augustine's College,mission,7.4,28.3,79.9,80.9,0.045,5
998,2022,Bono East,Kintampo,Adisadel College,mission,63.5,26.4,79.6,76.9,0.052,3
999,2019,North East,Walewale,Mfantsipim School,private,44.4,27.1,65.3,84.9,0.047,4
1000,2018,Bono East,Nkoranza,Adisadel College,private,74.2,28.4,73.1,89.5,0.049,3
1001,2022,Savannah,Damongo,Apam SHS,private,47.3,28.2,67.4,73.2,0.05,8
1002,2022,Northern,Savelugu,Wesley Girls,mission,53.1,29.1,78.7,91.5,0.027,6
1003,2019,North East,Bunkpurugu,St Augustine's College,mission,56.4,27.9,66.9,81.6,0.053,4
1004,2025,Upper West,Lawra,Mfantsipim School,public,68.9,32.1,66,84.8,0.053,5
1005,2022,Upper East,Navrongo,Mfantsipim School,mission,119.6,32.7,79.8,95.2,0.044,5
1006,2022,Western,Shama,Adisadel College,private,161.8,26.7,82.9,77.8,0.037,4
1007,2024,Bono East,Techiman,Ghana National College,public,50,27.2,69.9,75,0.037,4
1008,2023,Greater Accra,Accra,St Augustine's College,private,39.9,29.4,76.4,82,0.042,10
1009,2020,Upper West,Jirapa,UCC Practice School,mission,51.2,27.5,70.2,76.1,0.035,9
1010,2024,Savannah,Damongo,St Augustine's College,private,43,28.1,71.7,77.6,0.043,6
1011,2019,Oti,Dambai,St Augustine's College,mission,70.4,28.5,63.5,84.5,0.044,3
1012,2021,Savannah,Salaga,Ghana National College,mission,64.9,26.3,79.2,85.4,0.048,4
1013,2025,Northern,Tolon,Cape Coast Technical University,private,44.1,27.9,75.1,84.4,0.028,2
1014,2021,Eastern,Akim Oda,UCC Practice School,private,73.3,25.7,73.6,83,0.028,3
1015,2025,Ahafo,Asutifi South,St Augustine's College,mission,62.3,29.1,81.9,81.6,0.053,3
1016,2018,Upper West,Jirapa,Ghana National College,private,75.7,35.9,86.1,87.9,0.048,5
1017,2024,Eastern,Suhum,Ghana National College,public,56.7,27.2,66.9,79.4,0.036,1
1018,2018,North East,Chereponi,Adisadel College,public,100.2,26,81.6,90.6,0.027,5
1019,2022,Western North,Bibiani,St Augustine's College,mission,37.8,23.7,75,87,0.044,4
1020,2022,Northern,Yendi,Ghana National College,public,50,28,72.6,84.9,0.034,5
1021,2021,Ahafo,Asutifi South,Ghana National College,mission,46.9,27.9,86.3,86.9,0.028,4
1022,2019,Upper West,Tumu,Adisadel College,mission,32.8,27.6,73,79.8,0.048,4
1023,2024,Central,Komenda,St Augustine's College,private,55.2,33.7,76.2,76.3,0.055,2
1024,2020,Western,Tarkwa,UCC Practice School,mission,37.9,29.3,77,99,0.048,6
1025,2023,Western North,Juaboso,Wesley Girls,public,63.2,32.4,80.9,84.7,0.03,5
1026,2018,Central,Cape Coast,Cape Coast Technical University,private,107.3,31.7,72.5,86.3,0.037,5
1027,2022,North East,Chereponi,UCC Practice School,public,38.4,25.7,73.5,87.6,0.034,4
1028,2018,Greater Accra,Kasoa East,Ghana National College,public,68.1,31.8,92.7,88.9,0.037,5
1029,2021,Western North,Bibiani,UCC Practice School,public,105.4,28.8,73.4,81.6,0.043,1
1030,2019,Central,Komenda,Mfantsipim School,mission,27.9,25.2,58.8,74.1,0.045,2
1031,2024,Upper West,Jirapa,Cape Coast Technical University,private,18.6,27,71.5,72.2,0.035,3
1032,2021,Western,Sekondi-Takoradi,Apam SHS,mission,17.6,32.2,78.5,95,0.046,6
1033,2025,Upper East,Paga,Adisadel College,private,56.3,28.4,79.4,81.3,0.046,5
1034,2020,Eastern,Akim Oda,Apam SHS,private,79.9,27.8,89.7,81.5,0.055,4
1035,2019,North East,Nalerigu,UCC Practice School,private,56.6,31.5,70.4,90.3,0.04,6
1036,2020,Eastern,Nsawam,Cape Coast Technical University,mission,13,32.7,73.3,81,0.036,2
1037,2020,Oti,Dambai,Adisadel College,public,32.1,30.2,87.1,87.8,0.051,1
1038,2019,Central,Mfantsiman,Adisadel College,private,60.7,28.1,94.4,86.7,0.031,4
1039,2020,Oti,Dambai,UCC Practice School,private,92.1,32.2,73.1,73.3,0.039,5
1040,2018,Ahafo,Goaso,St Augustine's College,public,62.9,23.8,68,80.8,0.045,2
1041,2022,Upper East,Navrongo,UCC Practice School,public,54.9,29.3,80.6,84.5,0.03,7
1042,2019,North East,Nalerigu,Wesley Girls,public,60.6,32,63.1,76.6,0.028,4
1043,2025,North East,Walewale,Mfantsipim School,mission,33.7,32.4,77.2,89.9,0.038,5
1044,2021,Upper West,Tumu,Cape Coast Technical University,public,66.1,33.9,76.6,87.7,0.037,4
1045,2021,Eastern,Koforidua,Cape Coast Technical University,mission,89.5,32.5,83.2,94.1,0.048,0
1046,2022,Greater Accra,Accra,UCC Practice School,private,58.3,29.9,68.2,74.7,0.042,4
1047,2021,Greater Accra,Tema,Cape Coast Technical University,public,19,26.5,74.6,86.3,0.027,6
1048,2022,Western,Sekondi-Takoradi,Adisadel College,private,104.4,28.4,86.2,98.9,0.053,3
1049,2018,Western North,Juaboso,UCC Practice School,private,52.7,28.4,73.2,86.1,0.051,1
1050,2024,Upper East,Navrongo,Ghana National College,public,53.9,26.7,74,86.4,0.029,3
1051,2024,Western North,Bibiani,Wesley Girls,mission,46,20.9,71.6,82.1,0.034,2
1052,2021,Savannah,Salaga,Wesley Girls,private,35.7,29.1,68.4,85.2,0.045,3
1053,2021,Western North,Sefwi Wiawso,UCC Practice School,private,117.5,26.3,80.4,79.4,0.032,0
1054,2018,Ashanti,Obuasi,Adisadel College,mission,46.4,29.6,70.4,77.6,0.055,3
1055,2021,Volta,Hohoe,Mfantsipim School,private,23.8,25.4,63.2,73.8,0.039,1
1056,2021,Western North,Sefwi Wiawso,Apam SHS,public,69.9,25.1,69.3,78.4,0.047,3
1057,2018,Volta,Hohoe,Adisadel College,mission,23.9,27.5,68.1,80.3,0.041,5
1058,2023,Eastern,Koforidua,Mfantsipim School,public,168.9,31.6,92.8,97.9,0.035,4
1059,2025,Greater Accra,Madina,Adisadel College,public,51.7,29.5,76.3,90.2,0.047,4
1060,2018,North East,Chereponi,Adisadel College,public,36.9,30.7,83.2,79.4,0.04,0
1061,2025,Upper West,Lawra,Adisadel College,private,37.9,26.1,69.7,75.6,0.045,2
1062,2025,Ashanti,Mampong,St Augustine's College,private,40.9,29.3,79.3,80.8,0.038,4
1063,2023,Oti,Dambai,Apam SHS,mission,19.7,26.5,78.5,80.2,0.055,4
1064,2018,North East,Bunkpurugu,Adisadel College,private,34.7,32.3,59.3,84.5,0.032,4
1065,2024,Savannah,Salaga,Wesley Girls,public,28.6,32.4,71.2,91.3,0.032,4
1066,2023,Western,Axim,Ghana National College,mission,41.1,27.5,66.3,72.6,0.027,2
1067,2021,Ashanti,Kumasi,Cape Coast Technical University,mission,61,33.4,65.6,81.3,0.052,2
1068,2022,Northern,Tamale,Cape Coast Technical University,public,67,28.5,75.4,81.2,0.031,6
1069,2023,Western North,Sefwi Wiawso,Ghana National College,private,48.6,33.5,72.8,69.9,0.034,3
1070,2022,Western North,Bibiani,Adisadel College,mission,67.4,25.7,81.6,80.8,0.032,5
1071,2024,Ashanti,Obuasi,St Augustine's College,private,86.4,25.7,66.7,79.3,0.055,8
1072,2019,Western,Tarkwa,Adisadel College,mission,60.2,30.6,79,77.4,0.051,2
1073,2019,Western,Tarkwa,Apam SHS,public,31.2,26.7,83.8,82.6,0.048,5
1074,2024,Western,Axim,Adisadel College,public,20.9,30.1,65.7,84,0.038,4
1075,2021,Western,Sekondi-Takoradi,Mfantsipim School,mission,14.9,26.1,75.3,83.6,0.027,4
1076,2021,Bono,Berekum,Cape Coast Technical University,public,36.9,25.5,86.7,91.9,0.055,3
1077,2022,North East,Bunkpurugu,Cape Coast Technical University,public,76,31.7,77.8,77,0.032,3
1078,2020,Savannah,Salaga,Wesley Girls,public,120.6,34.8,65.3,71.6,0.028,11
1079,2024,Eastern,Nsawam,Cape Coast Technical University,private,23.7,28.6,67.1,83.2,0.037,3
1080,2019,Upper West,Wa,Mfantsipim School,mission,93.4,30.8,75.7,87.6,0.034,5
1081,2022,Northern,Savelugu,Cape Coast Technical University,private,57.4,28.5,81.8,72.2,0.054,3
1082,2021,Western,Tarkwa,Apam SHS,public,41,30.7,82.1,82,0.027,2
1083,2019,North East,Nalerigu,Ghana National College,public,56,20.1,80,92.1,0.055,4
1084,2019,Oti,Dambai,Cape Coast Technical University,mission,29.4,27.4,74.8,82.7,0.043,3
1085,2023,Eastern,Akim Oda,St Augustine's College,mission,46.1,34.6,72.9,75.1,0.035,4
1086,2019,Western,Shama,Mfantsipim School,private,82.5,30.1,61.1,68.9,0.052,4
1087,2025,Bono,Sunyani,Wesley Girls,mission,38,28.8,77.4,86.8,0.039,5
1088,2024,Bono,Dormaa,Wesley Girls,private,50.2,30.7,75.6,85,0.042,6
1089,2021,Ashanti,Ejisu,Wesley Girls,private,81.4,31.6,75.6,93.7,0.03,7
1090,2022,North East,Chereponi,Ghana National College,mission,68.3,23,87.2,78.3,0.052,5
1091,2025,Oti,Nkwanta South,Mfantsipim School,mission,65.3,28.2,74,77.1,0.052,5
1092,2020,Upper West,Jirapa,Wesley Girls,mission,22.3,25.5,75.7,88.5,0.048,2
1093,2025,Central,Komenda,UCC Practice School,mission,52,35,67.1,76.1,0.048,1
1094,2021,Northern,Tamale,Ghana National College,private,58.9,24.8,80.6,73.6,0.032,7
1095,2019,Central,Cape Coast,St Augustine's College,mission,78,28.5,72.7,81.9,0.039,2
1096,2023,Central,Kasoa,Apam SHS,public,22.8,30.7,98.2,85.2,0.029,3
1097,2023,North East,Walewale,Adisadel College,public,42.4,30.7,83.2,90.9,0.044,5
1098,2024,Western,Tarkwa,St Augustine's College,mission,38.4,26,94.8,86.2,0.032,4
1099,2025,North East,Chereponi,Apam SHS,public,50,26.2,73.8,85.2,0.035,7
1100,2025,Upper East,Paga,Apam SHS,private,48.9,26.8,73.6,87.2,0.05,5
1101,2024,Ashanti,Kumasi,Mfantsipim School,public,37.5,27.6,84.3,87.2,0.055,2
1102,2018,North East,Bunkpurugu,St Augustine's College,mission,28.2,27.8,80.1,99,0.037,5
1103,2022,Upper West,Wa,UCC Practice School,public,16.1,30.8,85.1,87.6,0.05,2
1104,2021,Greater Accra,Madina,Cape Coast Technical University,public,52.3,27.3,80.2,94.7,0.03,3
1105,2019,Upper East,Paga,Ghana National College,mission,39.4,29.8,75.5,77.3,0.042,5
1106,2024,Western North,Bodi,Mfantsipim School,private,64.5,27.1,77.7,83.8,0.042,0
1107,2020,Upper East,Bolgatanga,UCC Practice School,private,58.5,30.3,71.8,88.6,0.052,4
1108,2023,Eastern,Suhum,Wesley Girls,mission,64.2,29.9,63.7,78.5,0.033,7
1109,2019,Upper West,Wa,Ghana National College,public,62.7,28.1,79.9,86.8,0.028,6
1110,2019,Bono,Wenchi,Cape Coast Technical University,private,71.8,26.6,85.5,93.9,0.037,6
1111,2021,Central,Kasoa,Mfantsipim School,mission,70.7,27.5,73.7,84.3,0.048,2
1112,2023,Upper West,Wa,UCC Practice School,private,59.1,26.8,73.1,73.3,0.028,5
1113,2020,Ashanti,Obuasi,Cape Coast Technical University,mission,45,29.2,77.7,84.4,0.031,3
1114,2023,Savannah,Damongo,UCC Practice School,private,120.8,31.2,76.5,87.4,0.028,6
1115,2018,Volta,Keta,Cape Coast Technical University,mission,124.7,30.4,84.1,87.7,0.041,7
1116,2025,Western North,Bibiani,Mfantsipim School,private,52.7,31.3,82,81.9,0.05,4
1117,2023,Northern,Savelugu,Ghana National College,mission,43.7,26.1,70,74.6,0.034,3
1118,2023,Central,Komenda,Apam SHS,public,107.4,28.9,64.9,75.3,0.027,2
1119,2021,North East,Chereponi,St Augustine's College,mission,71.1,27.1,77.8,88.1,0.031,6
1120,2023,Central,Cape Coast,UCC Practice School,public,46.7,29.1,87.4,87.6,0.029,3
1121,2022,Oti,Jasikan,St Augustine's College,mission,34.9,30.7,88.3,87.1,0.042,7
1122,2020,Northern,Yendi,Wesley Girls,public,95,27.7,60.7,80.4,0.041,0
1123,2018,Upper East,Bawku,UCC Practice School,mission,35.1,24.6,81.5,83.8,0.033,3
1124,2018,Savannah,Bole,Cape Coast Technical University,public,43,26.2,77.6,89.7,0.051,2
1125,2020,Ahafo,Asunafo North,Mfantsipim School,mission,49.9,23.3,61.8,71.8,0.038,2
1126,2022,Eastern,Suhum,St Augustine's College,private,16.4,29.1,83.7,90,0.055,2
1127,2024,Upper West,Tumu,Mfantsipim School,private,60.5,27.8,89.1,94.9,0.033,4
1128,2019,North East,Nalerigu,St Augustine's College,private,41.5,27.4,82.3,97.7,0.045,0
1129,2021,Upper East,Bolgatanga,Ghana National College,private,63.6,24.9,90.2,90.8,0.05,8
1130,2024,Greater Accra,Kasoa East,Apam SHS,mission,72,27.4,80.1,76,0.032,4
1131,2022,Western,Axim,Cape Coast Technical University,private,30.4,28.6,75.7,99,0.05,5
1132,2023,Ashanti,Ejisu,Ghana National College,mission,17.5,28.3,80.9,95.1,0.052,4
1133,2018,Upper West,Wa,St Augustine's College,public,68.5,31.5,69.2,91.8,0.046,5
1134,2023,Ashanti,Kumasi,Ghana National College,private,40.2,26.6,71.5,79.1,0.053,9
1135,2022,Western North,Bodi,Cape Coast Technical University,private,188.5,28.9,76.3,84.6,0.038,8
1136,2019,Savannah,Sawla,Apam SHS,private,41.3,32.1,75.5,83,0.038,3
1137,2023,Oti,Nkwanta South,Mfantsipim School,private,30.3,31.8,92.3,86.6,0.027,3
1138,2022,Ahafo,Asutifi South,Cape Coast Technical University,mission,59,31.6,75.1,77.3,0.05,1
1139,2022,Western North,Juaboso,Ghana National College,private,55.8,28.4,76.9,89.2,0.027,2
1140,2023,Ahafo,Asunafo North,Wesley Girls,private,96.7,28.7,78,92.1,0.034,3
1141,2018,Western,Axim,St Augustine's College,mission,39.2,28.3,84,93.2,0.044,5
1142,2022,Bono,Sunyani,UCC Practice School,public,15.5,30.8,65,75.5,0.044,4
1143,2023,Western,Tarkwa,Wesley Girls,mission,72.7,26.3,88.5,83.3,0.04,5
1144,2021,Bono,Sunyani,Cape Coast Technical University,public,16.3,30.8,84.5,90.9,0.044,5
1145,2020,Savannah,Sawla,Ghana National College,public,104.5,26.3,80.1,90.4,0.036,3
1146,2023,North East,Nalerigu,St Augustine's College,mission,47.1,30.7,100,93.4,0.032,9
1147,2024,Northern,Tolon,St Augustine's College,private,43.3,30.8,74.4,79.9,0.035,3
1148,2025,Central,Cape Coast,Mfantsipim School,mission,66.8,31.4,72,89,0.034,6
1149,2018,Ahafo,Asunafo North,Mfantsipim School,private,53.5,30.7,67.6,88.5,0.039,5
1150,2020,Volta,Kpando,Apam SHS,mission,45.1,30.2,93.7,93.5,0.048,7
1151,2022,Ashanti,Mampong,Ghana National College,public,27.4,35,74.2,79.3,0.036,5
1152,2019,Savannah,Bole,UCC Practice School,mission,14.5,25.3,96.5,85.6,0.037,8
1153,2023,Western North,Juaboso,Mfantsipim School,public,44.9,32.8,82,93.5,0.047,4
1154,2025,Bono East,Atebubu,UCC Practice School,mission,50.9,34,79.7,82.4,0.053,4
1155,2023,Northern,Savelugu,Mfantsipim School,mission,154.9,28,77.5,81.9,0.034,2
1156,2018,Western,Shama,Wesley Girls,private,112.2,31.7,67.1,82.9,0.048,9
1157,2022,Upper East,Bawku,Apam SHS,mission,31.3,33.8,81.9,82.7,0.045,6
1158,2025,Central,Kasoa,Wesley Girls,private,19,28.9,80.8,90.5,0.042,6
1159,2022,Northern,Savelugu,Wesley Girls,mission,56.5,28.7,88.2,87.8,0.027,3
1160,2019,Upper West,Jirapa,Ghana National College,public,56.9,26.7,82.2,82.1,0.037,5
1161,2022,Upper West,Lawra,Apam SHS,mission,70.4,35.5,77.2,84.3,0.032,8
1162,2021,Ahafo,Asutifi South,UCC Practice School,private,48.6,32.5,72.1,77.1,0.03,8
1163,2024,Western North,Juaboso,Cape Coast Technical University,private,43.4,26.4,81.4,81.6,0.034,4
1164,2019,Northern,Tamale,Apam SHS,mission,38.8,31.2,76.7,80.8,0.045,5
1165,2025,Western North,Bibiani,Cape Coast Technical University,public,28.3,28.4,80.6,90.9,0.042,2
1166,2018,North East,Nalerigu,UCC Practice School,mission,55.4,24.8,74.2,86.4,0.039,2
1167,2018,Upper West,Tumu,UCC Practice School,private,33,37.1,77.2,76.1,0.031,5
1168,2025,Volta,Ho,UCC Practice School,mission,62.4,26.6,66.8,78.7,0.049,4
1169,2020,Volta,Ho,Cape Coast Technical University,private,37.9,27.9,70.8,75.3,0.04,3
1170,2021,Savannah,Bole,St Augustine's College,mission,45.5,28.5,63.6,75,0.045,5
1171,2023,Ahafo,Asutifi South,Adisadel College,private,93.2,27.7,73.2,79.9,0.027,5
1172,2021,Greater Accra,Kasoa East,Ghana National College,mission,35.9,28.8,68.1,82.9,0.052,3
1173,2025,Volta,Hohoe,St Augustine's College,mission,36.6,32,75.9,85.4,0.041,4
1174,2024,Central,Cape Coast,Mfantsipim School,mission,53.8,28.3,78,76,0.037,3
1175,2018,Oti,Dambai,Ghana National College,public,171.6,30.8,77.5,76.2,0.05,4
1176,2022,North East,Nalerigu,Apam SHS,private,68.9,29.5,61.2,75.8,0.05,2
1177,2024,Bono East,Nkoranza,St Augustine's College,public,49.1,25.6,70.7,83.5,0.033,5
1178,2023,Ashanti,Kumasi,Ghana National College,public,25.4,30.4,81,84.9,0.037,5
